No         Predictions            Accuracy [%]
1398       (1 0 3 1 2 1 2)              88.058
1399       (1 0 2 3 2 1 2)              88.066
1400       (1 0 3 1 2 1 2)              88.075
1401       (1 0 2 3 2 1 2)              88.083
1402       (1 0 3 1 2 1 2)              88.082
1403       (1 0 2 3 1 2 1)              88.090
1404       (1 0 3 1 2 1 2)              88.099
1405       (1 0 3 1 2 1 2)              88.107
1406       (1 0 1 2 1 2 1)              88.095
1407       (1 0 3 1 2 1 2)              88.094
1408       (1 0 2 3 1 0 1)              88.092
1409       (1 0 2 3 2 1 2)              88.100
1410       (1 0 2 3 2 1 2)              88.088
1411       (1 0 3 1 2 1 2)              88.077
1412       (1 0 3 1 2 1 2)              88.065
1413       (1 0 3 1 2 1 2)              88.063
1414       (1 0 2 3 2 1 2)              88.061
1415       (1 0 2 3 2 1 2)              88.070
1416       (1 0 3 1 0 0 1)              88.038
1417       (1 0 2 3 2 1 2)              88.046
1418       (1 0 2 3 2 1 2)              88.055
1419       (1 0 1 2 1 2 1)              88.053
1420       (1 0 1 2 1 1 1)              88.062
1421       (1 0 2 3 2 1 2)              88.060
1422       (1 0 2 3 2 1 2)              88.068
1423       (1 0 2 3 2 1 2)              88.077
1424       (1 0 3 1 2 1 2)              88.085
1425       (1 0 2 3 2 1 2)              88.083
1426       (0 0 2 3 1 2 1)              88.072
1427       (1 0 2 3 2 1 2)              88.080
1428       (1 0 2 3 2 1 2)              88.058
1429       (1 0 2 3 2 1 2)              88.057
1430       (1 0 1 2 1 1 1)              88.065
1431       (1 0 3 1 2 1 2)              88.073
1432       (0 0 4 5 2 2 1)              88.032
1433       (1 0 3 1 2 1 2)              88.040
1434       (1 0 3 1 2 1 2)              87.998
1435       (1 0 2 3 2 1 2)              88.007
1436       (1 0 1 2 1 2 1)              88.005
1437       (1 0 2 3 2 1 2)              88.014
1438       (1 0 2 3 2 1 2)              88.022
1439       (1 0 2 3 2 1 2)              88.030
1440       (1 0 1 2 1 1 1)              88.039
1441       (1 0 2 3 2 1 2)              88.047
1442       (1 0 3 1 2 1 2)              88.045
1443       (1 0 3 1 2 1 2)              88.014
1444       (1 0 1 2 1 1 1)              88.022
1445       (1 0 2 3 2 1 2)              88.031
1446       (1 0 2 3 2 1 2)              88.039
1447       (1 0 2 3 2 1 2)              88.047
1448       (0 0 4 5 2 2 1)              88.006
1449       (1 0 2 3 2 1 2)              88.014
1450       (1 0 2 3 2 1 2)              88.023
1451       (1 0 2 3 2 1 2)              88.021
1452       (0 0 1 2 2 1 2)              88.000
1453       (1 0 2 3 2 1 1)              87.998
1454       (1 0 2 3 2 1 1)              87.996
1455       (0 0 2 3 1 2 1)              87.985
1456       (1 0 2 3 2 1 2)              87.983
1457       (1 0 2 3 2 1 2)              87.942
1458       (1 0 2 3 2 1 2)              87.941
1459       (1 0 2 3 2 1 2)              87.949
1460       (1 0 3 1 2 1 2)              87.948
1461       (1 0 3 1 2 1 2)              87.956
1462       (1 0 1 2 0 0 1)              87.964
1463       (0 0 1 2 1 1 1)              87.963
1464       (1 0 2 3 2 1 2)              87.971
1465       (1 0 3 1 2 1 2)              87.979
1466       (1 0 2 3 1 2 1)              87.987
1467       (1 0 2 3 2 1 2)              87.996
1468       (1 0 2 3 2 1 2)              88.004
1469       (1 0 3 1 2 1 2)              88.012
1470       (1 0 3 1 2 1 2)              88.020
1471       (1 0 2 3 2 1 1)              87.999
1472       (1 0 0 0 1 2 0)              88.007
1473       (1 0 1 2 1 1 1)              88.016
1474       (1 0 2 3 2 1 2)              88.024
1475       (1 0 2 3 1 2 1)              88.032
1476       (0 0 1 2 1 1 1)              88.021
1477       (1 0 1 2 1 1 1)              88.029
1478       (1 0 2 3 2 1 2)              88.037
1479       (1 0 1 2 1 1 1)              88.045
1480       (0 0 1 2 1 2 1)              88.034
1481       (1 0 3 1 2 1 2)              88.042
1482       (1 0 3 1 2 1 2)              88.050
1483       (1 0 3 1 2 1 2)              88.058
1484       (1 0 2 3 2 1 2)              88.057
1485       (1 0 2 3 2 1 2)              88.065
1486       (1 0 1 2 2 2 1)              88.073
1487       (1 0 0 0 2 2 1)              88.061
1488       (1 0 1 2 1 2 1)              88.041
1489       (1 0 2 3 2 1 2)              88.039
1490       (1 0 2 3 2 1 2)              88.028
1491       (1 0 2 3 2 1 2)              88.036
1492       (1 0 3 1 2 1 2)              88.025
1493       (1 0 3 1 2 1 2)              87.994
1494       (1 0 2 3 2 1 2)              87.993
1495       (1 0 2 3 2 1 2)              88.001
1496       (1 0 2 3 2 1 2)              87.980
1497       (1 0 2 3 2 1 2)              87.988
1498       (1 0 1 2 1 1 1)              87.996
1499       (1 0 3 1 2 1 2)              88.004
1500       (1 0 4 5 2 2 2)              87.984
1501       (1 0 2 3 2 1 2)              87.963
1502       (1 0 2 3 2 1 2)              87.971
1503       (1 0 4 5 2 2 2)              87.950
1504       (1 0 2 3 2 1 2)              87.958
1505       (1 0 2 3 2 1 2)              87.966
1506       (0 0 2 3 1 2 1)              87.955
1507       (1 0 3 1 1 1 1)              87.963
1508       (1 0 2 3 2 1 2)              87.971
1509       (1 0 1 2 1 2 1)              87.960
1510       (1 0 0 0 2 2 1)              87.968
1511       (1 0 3 1 2 1 2)              87.976
1512       (1 0 2 3 1 2 1)              87.984
1513       (1 0 1 2 1 1 1)              87.992
1514       (1 0 1 2 1 1 1)              88.000
1515       (0 0 1 2 2 2 1)              87.980
1516       (1 0 2 3 2 1 2)              87.988
1517       (1 0 2 3 2 1 2)              87.996
1518       (0 0 1 2 1 1 1)              87.994
1519       (1 0 1 2 1 1 1)              88.002
1520       (1 0 1 2 1 2 1)              88.001
1521       (1 0 2 3 2 1 2)              88.009
1522       (1 0 3 1 2 1 2)              87.969
1523       (0 0 2 3 1 2 1)              87.959
1524       (1 0 1 2 1 1 1)              87.966
1525       (1 0 2 3 2 1 2)              87.974
1526       (1 0 1 2 1 2 1)              87.982
1527       (1 0 2 3 2 1 2)              87.990
1528       (1 0 3 1 2 1 2)              87.998
1529       (1 0 1 2 1 2 0)              87.987
1530       (1 0 2 3 2 1 2)              87.986
1531       (1 0 1 2 1 1 1)              87.994
1532       (1 0 3 1 2 1 2)              87.992
1533       (1 0 2 3 2 1 2)              88.000
1534       (1 0 2 3 2 1 2)              88.008
1535       (1 0 3 1 2 1 2)              88.006
1536       (1 0 1 2 1 1 1)              88.014
1537       (1 0 3 1 2 1 2)              88.022
1538       (1 0 3 1 2 1 2)              88.030
1539       (1 0 2 3 1 1 1)              88.028
1540       (1 0 3 1 2 1 2)              88.036
1541       (1 0 1 2 1 1 1)              88.044
1542       (1 0 2 3 2 1 2)              88.052
1543       (1 0 3 1 2 1 2)              88.050
1544       (1 0 2 3 2 1 2)              88.058
1545       (1 0 3 1 2 1 2)              88.047
1546       (1 0 2 3 2 1 2)              88.055
1547       (0 0 2 3 1 2 1)              88.026
1548       (1 0 3 1 2 1 2)              88.015
1549       (1 0 2 3 2 1 1)              87.995
1550       (1 0 2 3 2 1 2)              87.984
1551       (1 0 3 1 2 1 2)              87.973
1552       (1 0 1 2 1 1 1)              87.981
1553       (0 0 1 2 1 1 1)              87.961
1554       (1 0 2 3 2 1 2)              87.969
1555       (1 0 2 3 2 1 2)              87.977
1556       (1 0 2 3 2 1 2)              87.984
1557       (1 0 3 1 2 1 2)              87.983
1558       (1 0 1 2 1 1 1)              87.991
1559       (0 0 1 2 0 0 1)              87.989
1560       (1 0 3 1 2 1 2)              87.960
1561       (1 0 1 2 1 1 1)              87.968
1562       (1 0 1 2 1 1 1)              87.976
1563       (0 0 2 3 2 2 2)              87.938
1564       (1 0 2 3 2 1 1)              87.945
1565       (1 0 4 5 2 2 2)              87.925
1566       (1 0 3 1 2 1 2)              87.924
1567       (1 0 2 3 2 1 2)              87.932
1568       (1 0 2 3 2 1 2)              87.940
1569       (1 0 2 3 2 1 2)              87.947
1570       (1 0 1 2 1 2 1)              87.937
1571       (1 0 1 2 1 1 1)              87.944
1572       (1 0 3 1 2 1 2)              87.934
1573       (1 0 0 0 2 2 1)              87.923
1574       (1 0 2 3 2 1 2)              87.931
1575       (1 0 3 1 2 1 2)              87.939
1576       (0 1 4 6 0 0 1)              87.910
1577       (1 0 2 3 2 1 2)              87.918
1578       (1 0 2 3 2 1 2)              87.925
1579       (1 0 3 1 2 1 2)              87.924
1580       (1 0 2 3 2 1 2)              87.932
1581       (1 0 2 3 1 2 1)              87.939
1582       (1 0 1 2 1 1 1)              87.947
1583       (1 0 3 1 2 1 2)              87.946
1584       (1 0 1 2 1 1 1)              87.953
1585       (1 0 2 3 2 1 2)              87.943
1586       (1 0 0 0 2 2 1)              87.950
1587       (1 0 1 2 1 1 1)              87.958
1588       (1 0 2 3 2 1 2)              87.948
1589       (1 0 2 3 2 1 2)              87.955
1590       (0 1 4 6 0 0 1)              87.918
1591       (1 0 1 2 1 1 1)              87.925
1592       (1 0 1 2 1 1 1)              87.933
1593       (0 0 1 2 1 1 1)              87.932
1594       (1 0 1 2 1 1 1)              87.939
1595       (1 0 3 1 2 1 2)              87.938
1596       (1 0 1 2 1 1 1)              87.945
1597       (1 0 2 3 2 1 2)              87.953
1598       (1 0 2 3 2 1 2)              87.934
1599       (1 0 1 2 2 2 1)              87.923
1600       (1 0 2 3 2 1 2)              87.913
1601       (1 0 3 1 2 1 2)              87.902
1602       (1 0 0 0 2 2 1)              87.874
1603       (1 0 3 1 2 1 2)              87.882
1604       (1 0 2 3 2 1 2)              87.880
1605       (1 0 1 2 1 2 1)              87.870
1606       (1 0 3 1 2 1 2)              87.878
1607       (0 0 1 2 1 1 1)              87.876
1608       (1 0 2 3 2 1 2)              87.866
1609       (1 0 3 1 2 1 2)              87.874
1610       (1 0 2 3 2 1 2)              87.881
1611       (1 0 2 3 2 1 2)              87.889
1612       (1 0 3 1 2 1 2)              87.887
1613       (1 0 2 3 1 2 1)              87.895
1614       (1 0 3 1 2 1 2)              87.876
1615       (0 0 2 3 1 2 1)              87.848
1616       (1 0 2 3 2 1 2)              87.855
1617       (1 0 3 1 2 1 2)              87.854
1618       (0 0 1 2 1 1 1)              87.853
1619       (1 0 1 2 1 1 1)              87.860
1620       (1 0 2 3 2 1 2)              87.868
1621       (1 0 3 1 2 1 2)              87.866
1622       (1 0 2 3 2 1 2)              87.856
1623       (1 0 2 3 2 1 2)              87.855
1624       (1 0 2 3 2 1 2)              87.862
1625       (1 0 2 3 2 1 1)              87.843
1626       (0 0 1 2 1 1 1)              87.842
1627       (1 0 2 3 2 1 2)              87.832
1628       (1 0 2 3 2 1 2)              87.840
1629       (1 0 1 2 1 2 1)              87.838
1630       (1 0 2 3 2 1 2)              87.837
1631       (0 0 4 5 2 2 1)              87.818
1632       (1 0 2 3 2 1 2)              87.825
1633       (1 0 2 3 2 1 2)              87.833
1634       (1 0 3 1 2 1 2)              87.823
1635       (1 0 3 1 2 1 2)              87.830
1636       (1 0 2 3 2 1 2)              87.838
1637       (1 0 2 3 2 1 2)              87.845
1638       (1 0 2 3 2 1 2)              87.853
1639       (1 0 2 3 2 1 2)              87.851
1640       (1 0 1 2 0 0 1)              87.859
1641       (1 0 2 3 2 1 2)              87.866
1642       (1 0 4 5 2 2 2)              87.848
1643       (1 0 2 3 2 1 2)              87.837
1644       (1 0 2 3 2 1 2)              87.845
1645       (1 0 3 1 2 1 2)              87.809
1646       (0 0 4 5 2 2 1)              87.773
1647       (1 0 3 1 2 1 2)              87.763
1648       (1 0 4 5 2 2 2)              87.744
1649       (1 0 1 2 1 1 1)              87.751
1650       (1 0 1 2 1 1 1)              87.759
1651       (1 0 2 3 2 1 2)              87.758
1652       (1 0 2 3 2 1 2)              87.765
1653       (1 0 2 3 2 1 2)              87.772
1654       (1 0 2 3 2 1 2)              87.780
1655       (1 0 2 3 2 1 2)              87.787
1656       (1 0 2 3 2 1 2)              87.795
1657       (1 0 3 1 1 1 1)              87.776
1658       (1 0 3 1 2 1 2)              87.749
1659       (0 0 4 6 1 2 1)              87.722
1660       (1 0 3 1 2 1 2)              87.729
1661       (1 0 1 2 1 1 1)              87.737
1662       (1 0 3 1 2 1 2)              87.744
1663       (1 0 3 1 2 1 2)              87.751
1664       (1 0 1 2 1 1 1)              87.750
1665       (1 0 0 0 2 2 1)              87.758
1666       (1 0 2 3 2 1 2)              87.748
1667       (1 0 1 2 1 1 1)              87.755
1668       (1 0 3 1 2 1 2)              87.762
1669       (1 0 1 2 1 1 1)              87.770
1670       (1 0 1 2 1 1 1)              87.777
1671       (0 0 1 2 1 1 1)              87.776
1672       (1 0 2 3 1 2 1)              87.783
1673       (1 0 2 3 2 1 2)              87.773
1674       (1 0 1 2 1 1 1)              87.781
1675       (1 0 3 1 2 1 2)              87.788
1676       (1 0 2 3 2 1 2)              87.787
1677       (1 0 1 2 1 1 1)              87.794
1678       (1 0 1 2 1 1 1)              87.802
1679       (1 0 2 3 2 1 2)              87.800
1680       (0 0 4 5 2 2 1)              87.765
1681       (1 0 3 1 2 1 2)              87.772
1682       (1 0 2 3 2 1 2)              87.779
1683       (1 0 1 2 1 1 1)              87.787
1684       (0 0 4 6 1 2 2)              87.760
1685       (1 0 1 2 1 1 1)              87.767
1686       (1 0 1 2 1 1 1)              87.766
1687       (1 0 2 3 2 1 2)              87.773
1688       (1 0 2 3 2 1 2)              87.781
1689       (1 0 2 3 2 1 2)              87.788
1690       (1 0 2 3 2 1 2)              87.795
1691       (1 0 2 3 2 1 2)              87.802
1692       (1 0 1 2 1 1 1)              87.810
1693       (1 0 3 1 2 1 2)              87.808
1694       (1 0 1 2 1 2 1)              87.807
1695       (1 0 3 1 2 1 2)              87.806
1696       (1 0 1 2 1 1 1)              87.813
1697       (1 0 1 2 1 1 1)              87.820
1698       (0 0 1 2 1 1 1)              87.819
1699       (1 0 0 0 1 2 0)              87.826
1700       (1 0 1 2 1 1 1)              87.834
1701       (1 0 2 3 2 1 2)              87.841
1702       (1 0 2 3 2 1 2)              87.848
1703       (1 0 2 3 2 2 1)              87.855
1704       (1 0 1 2 1 2 1)              87.837
1705       (1 0 2 3 2 1 2)              87.844
1706       (1 0 2 3 2 1 2)              87.851
1707       (1 0 1 2 1 1 1)              87.850
1708       (1 0 3 1 2 1 2)              87.857
1709       (1 0 2 3 2 1 2)              87.864
1710       (1 0 2 3 2 1 2)              87.855
1711       (1 0 1 2 1 2 1)              87.853
1712       (1 0 3 1 2 1 2)              87.860
1713       (1 0 3 1 2 1 2)              87.859
1714       (1 0 2 3 2 1 2)              87.858
1715       (1 0 2 3 2 1 2)              87.865
1716       (1 0 0 0 2 2 1)              87.872
1717       (1 0 3 1 2 1 2)              87.863
1718       (1 0 1 2 1 2 1)              87.861
1719       (0 0 1 2 0 0 1)              87.860
1720       (1 0 2 3 2 1 2)              87.867
1721       (1 0 2 3 2 1 2)              87.874
1722       (1 0 3 1 2 1 1)              87.873
1723       (1 0 1 2 1 1 1)              87.880
1724       (1 0 2 3 2 1 2)              87.887
1725       (1 0 2 3 2 1 2)              87.894
1726       (1 0 2 3 2 1 2)              87.901
1727       (1 0 2 3 2 1 2)              87.892
1728       (1 0 0 0 1 2 0)              87.899
1729       (1 0 3 1 2 1 2)              87.864
1730       (1 0 2 3 2 1 2)              87.855
1731       (0 0 2 3 1 2 1)              87.829
1732       (1 0 3 1 2 1 2)              87.802
1733       (1 0 3 1 2 1 2)              87.793
1734       (1 0 3 1 2 1 2)              87.800
1735       (0 0 1 2 1 2 1)              87.791
1736       (1 0 3 1 2 1 2)              87.789
1737       (1 0 2 3 2 1 2)              87.796
1738       (1 0 2 3 2 1 2)              87.803
1739       (1 0 3 1 2 1 2)              87.811
1740       (1 0 3 1 2 1 2)              87.809
1741       (1 0 3 1 0 0 1)              87.808
1742       (1 0 2 3 2 1 2)              87.799
1743       (1 0 2 3 2 1 2)              87.789
1744       (1 0 3 1 1 1 1)              87.796
1745       (1 0 3 1 2 1 2)              87.803
1746       (0 0 4 3 2 1 1)              87.777
1747       (1 0 2 3 1 1 1)              87.784
1748       (1 0 1 2 1 1 1)              87.791
1749       (1 0 2 3 2 1 2)              87.798
1750       (1 0 3 1 2 1 2)              87.805
1751       (1 0 3 1 2 1 2)              87.796
1752       (1 0 2 3 2 1 1)              87.795
1753       (1 0 2 3 2 1 2)              87.786
1754       (0 0 1 2 0 0 1)              87.784
1755       (0 0 1 2 0 0 1)              87.783
1756       (0 0 1 2 1 1 1)              87.782
1757       (1 0 2 3 2 1 2)              87.781
1758       (1 0 2 3 2 1 2)              87.788
1759       (1 0 2 3 2 1 2)              87.778
1760       (1 0 1 2 1 1 1)              87.785
1761       (1 0 2 3 2 1 2)              87.792
1762       (1 0 2 3 2 1 2)              87.799
1763       (1 0 2 3 2 1 2)              87.806
1764       (1 0 2 3 2 1 2)              87.813
1765       (1 0 3 1 2 1 2)              87.812
1766       (0 0 2 3 1 1 1)              87.795
1767       (1 0 2 3 2 1 2)              87.802
1768       (1 0 2 3 2 1 2)              87.808
1769       (1 0 2 3 2 1 2)              87.815
1770       (1 0 2 3 2 1 2)              87.822
1771       (1 0 2 3 2 1 2)              87.829
1772       (1 0 3 1 2 1 2)              87.836
1773       (1 0 3 1 2 1 2)              87.843
1774       (1 0 2 3 2 1 2)              87.850
1775       (1 0 1 2 1 1 1)              87.857
1776       (1 0 2 3 1 2 1)              87.856
1777       (1 0 1 2 1 1 1)              87.862
1778       (1 0 2 3 2 2 1)              87.869
1779       (1 0 2 3 2 1 2)              87.876
1780       (1 0 2 3 2 1 2)              87.875
1781       (1 0 1 2 1 2 1)              87.874
1782       (1 0 3 1 2 1 2)              87.840
1783       (1 0 3 1 2 1 2)              87.847
1784       (1 0 3 1 2 1 2)              87.854
1785       (1 0 3 1 2 1 2)              87.845
1786       (1 0 2 3 2 1 2)              87.852
1787       (1 0 3 1 2 1 2)              87.858
1788       (1 0 3 1 2 1 2)              87.857
1789       (1 0 2 3 2 1 2)              87.864
1790       (1 0 3 1 2 1 2)              87.855
1791       (0 0 1 2 1 1 1)              87.854
1792       (1 0 2 3 2 1 1)              87.852
1793       (1 0 2 3 2 1 2)              87.843
1794       (1 0 2 3 2 1 2)              87.810
1795       (1 0 2 3 2 1 2)              87.817
1796       (1 0 2 3 2 1 2)              87.824
1797       (1 0 3 1 2 1 2)              87.822
1798       (1 0 3 1 2 1 2)              87.821
1799       (1 0 2 3 2 1 2)              87.828
1800       (1 0 1 2 1 1 1)              87.835
1801       (1 0 2 3 2 1 2)              87.842
1802       (1 0 2 3 2 1 2)              87.848
1803       (1 0 3 1 2 1 2)              87.855
1804       (1 0 3 1 2 1 2)              87.862
1805       (1 0 1 2 1 2 1)              87.861
1806       (1 0 3 1 2 1 2)              87.860
1807       (1 0 1 2 1 1 1)              87.866
1808       (1 0 2 3 2 1 2)              87.873
1809       (1 0 2 3 2 1 2)              87.856
1810       (1 0 3 1 2 1 2)              87.823
1811       (1 0 2 3 2 1 2)              87.830
1812       (1 0 2 3 2 1 2)              87.837
1813       (1 0 3 1 2 1 2)              87.843
1814       (1 0 3 1 2 1 2)              87.842
1815       (1 0 0 0 1 2 0)              87.849
1816       (1 0 2 3 2 1 2)              87.840
1817       (1 0 0 0 1 2 0)              87.846
1818       (1 0 2 3 2 1 2)              87.853
1819       (1 0 3 1 2 1 2)              87.860
1820       (1 0 2 3 1 2 1)              87.867
1821       (0 0 1 2 1 2 1)              87.858
1822       (1 0 3 1 2 1 2)              87.833
1823       (1 0 2 3 2 1 2)              87.839
1824       (1 0 1 2 1 2 1)              87.838
1825       (1 0 2 3 1 1 1)              87.845
1826       (1 0 2 3 2 1 2)              87.836
1827       (0 0 4 5 2 2 1)              87.803
1828       (1 0 1 2 1 2 1)              87.802
1829       (1 0 2 3 2 1 2)              87.801
1830       (1 0 2 3 2 1 2)              87.808
1831       (1 0 2 3 2 1 2)              87.814
1832       (1 0 3 1 2 1 2)              87.821
1833       (0 0 4 5 2 2 1)              87.804
1834       (1 0 3 1 2 1 2)              87.811
1835       (1 0 2 3 2 1 2)              87.818
1836       (0 0 1 2 1 1 1)              87.817
1837       (1 0 3 1 2 1 2)              87.815
1838       (1 0 2 3 1 2 1)              87.822
1839       (1 0 2 3 2 1 2)              87.829
1840       (1 0 2 3 2 1 2)              87.835
1841       (1 0 1 2 1 1 1)              87.842
1842       (1 0 3 1 2 1 2)              87.841
1843       (1 0 2 3 2 1 2)              87.847
1844       (1 0 2 3 2 1 2)              87.854
1845       (1 0 2 3 2 1 2)              87.861
1846       (1 0 3 1 2 1 2)              87.836
1847       (0 0 1 2 1 1 1)              87.835
1848       (1 0 2 3 2 1 2)              87.842
1849       (1 0 0 0 2 2 1)              87.848
1850       (1 0 3 1 2 1 2)              87.839
1851       (1 0 2 3 2 1 2)              87.838
1852       (1 0 2 3 2 1 2)              87.845
1853       (1 0 1 2 1 1 1)              87.851
1854       (0 0 1 2 0 0 1)              87.850
1855       (1 0 2 3 2 1 2)              87.857
1856       (1 0 3 1 2 1 2)              87.840
1857       (1 0 3 1 2 1 2)              87.847
1858       (1 0 3 1 2 1 2)              87.853
1859       (1 0 2 3 2 1 2)              87.860
1860       (1 0 3 1 2 1 2)              87.859
1861       (1 0 2 3 2 1 2)              87.865
1862       (1 0 3 1 2 1 2)              87.833
1863       (1 0 2 3 2 1 2)              87.840
1864       (1 0 3 1 2 1 2)              87.846
1865       (1 0 2 3 1 2 1)              87.853
1866       (1 0 3 1 2 1 2)              87.852
1867       (1 0 1 2 1 1 1)              87.858
1868       (1 0 2 3 2 1 2)              87.865
1869       (1 0 3 1 2 1 2)              87.864
1870       (1 0 2 3 2 1 2)              87.870
1871       (1 0 3 1 2 1 2)              87.877
1872       (1 0 3 1 2 1 2)              87.883
1873       (1 0 3 1 2 1 2)              87.851
1874       (1 0 3 1 2 1 2)              87.850
1875       (0 0 4 6 1 1 1)              87.826
1876       (1 0 2 3 2 1 2)              87.833
1877       (1 0 2 3 2 1 2)              87.839
1878       (1 0 3 1 2 1 2)              87.807
1879       (1 0 2 3 2 1 2)              87.814
1880       (1 0 3 1 2 1 2)              87.821
1881       (1 0 1 2 1 2 1)              87.819
1882       (1 0 2 3 1 2 1)              87.826
1883       (1 0 2 3 1 2 1)              87.825
1884       (1 0 2 3 2 1 2)              87.831
1885       (1 0 2 3 2 1 2)              87.838
1886       (1 0 1 2 1 1 1)              87.844
1887       (1 0 2 3 2 2 1)              87.851
1888       (1 0 3 1 2 1 2)              87.857
1889       (1 0 1 2 1 1 1)              87.864
1890       (1 0 3 1 2 1 2)              87.847
1891       (1 0 1 2 1 1 1)              87.854
1892       (1 0 2 3 2 1 2)              87.853
1893       (1 0 2 3 2 1 2)              87.844
1894       (1 0 1 2 1 1 1)              87.828
1895       (1 0 3 1 2 1 2)              87.796
1896       (1 0 3 1 2 1 2)              87.803
1897       (1 0 1 2 0 0 1)              87.809
1898       (1 0 1 2 1 1 1)              87.816
1899       (1 0 2 3 2 1 2)              87.814
1900       (1 0 1 2 1 2 1)              87.813
1901       (1 0 2 3 2 1 2)              87.812
1902       (1 0 3 1 2 1 2)              87.819
1903       (1 0 0 0 1 1 1)              87.818
1904       (1 0 2 3 2 1 2)              87.824
1905       (1 0 3 1 2 1 2)              87.830
1906       (1 0 2 3 2 1 2)              87.829
1907       (1 0 3 1 2 1 2)              87.821
1908       (1 0 1 2 1 1 1)              87.827
1909       (1 0 2 3 2 1 1)              87.811
1910       (1 0 2 3 2 1 2)              87.817
1911       (1 0 2 3 2 1 2)              87.824
1912       (1 0 3 1 2 1 2)              87.800
1913       (0 0 1 2 1 1 1)              87.799
1914       (1 0 2 3 2 1 2)              87.783
1915       (1 0 1 2 1 1 1)              87.782
1916       (1 0 2 3 2 1 2)              87.781
1917       (1 0 2 3 2 1 2)              87.787
1918       (1 0 1 2 1 1 1)              87.794
1919       (1 0 3 1 2 1 2)              87.800
1920       (1 0 2 3 2 1 2)              87.799
1921       (1 0 3 1 2 1 2)              87.805
1922       (1 0 2 3 2 1 2)              87.812
1923       (1 0 3 1 2 1 2)              87.811
1924       (1 0 1 2 1 1 1)              87.817
1925       (0 0 1 2 1 1 1)              87.816
1926       (1 0 1 2 1 1 1)              87.822
1927       (1 0 1 2 1 1 1)              87.828
1928       (1 0 3 1 2 1 2)              87.835
1929       (1 0 1 2 1 1 1)              87.841
1930       (1 0 2 3 2 1 2)              87.847
1931       (1 0 2 3 2 1 2)              87.839
1932       (1 0 2 3 2 1 2)              87.845
1933       (1 0 3 1 2 1 2)              87.814
1934       (1 0 3 1 2 1 2)              87.806
1935       (1 0 2 3 2 1 2)              87.805
1936       (1 0 3 1 2 1 2)              87.796
1937       (0 0 4 5 2 2 1)              87.780
1938       (1 0 2 3 2 1 2)              87.787
1939       (1 0 3 1 2 1 2)              87.793
1940       (1 0 2 3 2 1 2)              87.799
1941       (0 0 4 5 2 2 1)              87.776
1942       (0 0 1 2 1 1 1)              87.775
1943       (0 0 1 2 2 1 2)              87.759
1944       (1 0 3 1 2 1 2)              87.766
1945       (1 0 3 1 2 1 2)              87.765
1946       (1 0 1 2 1 1 1)              87.771
1947       (1 0 2 3 2 1 2)              87.777
1948       (1 0 2 3 2 1 2)              87.784
1949       (1 0 2 3 1 1 1)              87.782
1950       (1 0 3 1 2 1 2)              87.789
1951       (1 0 1 2 2 2 1)              87.788
1952       (0 0 4 5 2 2 1)              87.757
1953       (1 0 2 3 2 1 2)              87.763
1954       (1 0 2 3 2 1 2)              87.770
1955       (1 0 1 2 1 1 1)              87.776
1956       (1 0 2 3 2 1 2)              87.768
1957       (1 0 2 3 2 1 2)              87.774
1958       (1 0 2 3 2 1 2)              87.780
1959       (1 0 3 1 2 1 2)              87.750
1960       (1 0 3 1 2 1 2)              87.749
1961       (1 0 2 3 2 1 2)              87.755
1962       (1 0 2 3 2 1 2)              87.761
1963       (1 0 1 2 0 0 1)              87.746
1964       (1 0 1 2 1 1 1)              87.752
1965       (1 0 3 1 2 1 2)              87.758
1966       (1 0 1 2 1 2 1)              87.750
1967       (1 0 2 3 2 1 2)              87.756
1968       (1 0 2 3 2 1 2)              87.762
1969       (1 0 1 2 1 1 1)              87.769
1970       (1 0 2 3 2 1 2)              87.760
1971       (1 0 2 3 2 1 2)              87.752
1972       (1 0 2 3 2 1 2)              87.758
1973       (1 0 3 1 2 1 2)              87.750
1974       (1 0 1 2 1 1 1)              87.756
1975       (1 0 2 3 2 1 2)              87.762
1976       (1 0 4 5 2 2 2)              87.747
1977       (1 0 3 1 2 1 2)              87.753
1978       (1 0 2 3 2 1 2)              87.759
1979       (1 0 1 2 1 2 1)              87.758
1980       (1 0 2 3 2 1 2)              87.764
1981       (1 0 3 1 2 1 2)              87.771
1982       (1 0 2 3 2 1 2)              87.777
1983       (1 0 3 1 1 1 1)              87.783
1984       (1 0 2 3 2 1 2)              87.789
1985       (1 0 2 3 2 1 2)              87.795
1986       (1 0 3 1 2 1 2)              87.802
1987       (1 0 2 3 2 1 2)              87.793
1988       (1 0 2 3 2 1 2)              87.799
1989       (1 0 3 1 2 1 2)              87.791
1990       (1 0 2 3 2 1 2)              87.797
1991       (1 0 2 3 2 1 2)              87.803
1992       (1 0 1 2 1 1 1)              87.810
1993       (1 0 1 2 1 1 1)              87.816
1994       (1 0 3 1 2 1 2)              87.822
1995       (1 0 2 3 2 1 2)              87.814
1996       (1 0 2 3 2 1 2)              87.820
1997       (0 0 4 6 1 2 1)              87.797
1998       (1 0 3 1 2 1 2)              87.803
1999       (1 0 2 3 2 1 2)              87.809
2000       (1 0 3 1 2 1 2)              87.816
2001       (1 0 1 2 1 2 1)              87.822
2002       (1 0 2 3 2 1 2)              87.828
2003       (1 0 3 1 2 1 2)              87.834
2004       (1 0 2 3 2 1 2)              87.840
2005       (1 0 2 3 2 1 2)              87.839
