No         Predictions            Accuracy [%]
2800       (1 0 1 2 1 1 1)              98.478
2801       (1 0 1 1 1 1 1)              98.463
2802       (1 0 3 1 2 1 1)              98.464
2803       (1 0 2 3 2 1 2)              98.464
2804       (1 0 2 3 2 1 2)              98.465
2805       (1 0 3 1 2 1 2)              98.466
2806       (1 0 2 3 1 2 1)              98.466
2807       (1 0 1 2 1 1 1)              98.467
2808       (1 0 2 3 2 1 2)              98.467
2809       (1 0 2 3 2 1 2)              98.468
2810       (1 0 1 2 2 2 1)              98.468
2811       (1 0 2 3 2 1 2)              98.469
2812       (1 0 1 2 2 2 1)              98.469
2813       (1 0 2 3 2 1 1)              98.470
2814       (1 0 2 3 2 1 2)              98.470
2815       (1 0 2 3 2 1 1)              98.471
2816       (1 0 2 3 2 1 2)              98.472
2817       (1 0 1 2 1 1 1)              98.472
2818       (1 0 2 3 1 2 1)              98.473
2819       (1 0 2 3 2 1 2)              98.473
2820       (1 0 0 4 0 0 0)              98.464
2821       (1 0 2 3 2 1 2)              98.464
2822       (1 0 2 3 2 1 2)              98.465
2823       (1 0 2 3 2 1 2)              98.465
2824       (1 0 1 2 1 2 1)              98.466
2825       (1 0 2 3 2 1 2)              98.466
2826       (1 0 1 2 1 1 1)              98.467
2827       (1 0 1 2 1 1 1)              98.467
2828       (1 0 2 3 2 1 2)              98.468
2829       (1 0 2 3 2 1 2)              98.468
2830       (1 0 2 3 2 1 2)              98.469
2831       (1 0 2 3 2 1 2)              98.470
2832       (1 0 3 1 1 1 1)              98.470
2833       (1 0 1 2 1 1 1)              98.471
2834       (1 0 1 2 1 2 1)              98.471
2835       (1 0 3 1 2 1 2)              98.472
2836       (1 0 2 3 2 1 2)              98.472
2837       (1 0 2 3 2 1 2)              98.473
2838       (1 0 2 3 2 1 2)              98.473
2839       (1 0 0 0 1 2 0)              98.474
2840       (1 0 3 1 1 1 1)              98.474
2841       (1 0 3 1 2 1 2)              98.475
2842       (1 0 3 1 2 1 1)              98.476
2843       (1 0 2 3 2 1 2)              98.476
2844       (1 0 3 1 1 1 1)              98.477
2845       (1 0 2 3 2 1 2)              98.477
2846       (1 0 2 3 2 1 1)              98.478
2847       (1 0 3 1 2 1 2)              98.478
2848       (1 0 1 2 1 1 1)              98.479
2849       (1 0 2 3 2 1 2)              98.479
2850       (1 0 2 3 2 1 2)              98.480
2851       (1 0 1 2 1 1 1)              98.480
2852       (1 0 0 0 1 2 0)              98.481
2853       (1 0 2 3 1 1 1)              98.481
2854       (1 0 2 3 2 1 2)              98.482
2855       (1 0 2 3 1 2 1)              98.482
2856       (1 0 3 1 2 1 2)              98.483
2857       (1 0 2 3 1 2 1)              98.484
2858       (1 0 1 2 1 1 1)              98.484
2859       (1 0 3 1 2 1 2)              98.485
2860       (1 0 2 3 2 1 2)              98.485
2861       (1 0 1 2 2 2 1)              98.486
2862       (1 0 3 1 2 1 2)              98.486
2863       (1 0 2 3 1 1 1)              98.487
2864       (1 0 2 3 2 1 2)              98.487
2865       (1 0 2 3 2 1 1)              98.488
2866       (1 0 2 3 2 1 2)              98.488
2867       (1 0 2 3 2 1 2)              98.489
2868       (1 0 2 3 1 2 1)              98.489
2869       (1 0 2 3 1 1 1)              98.490
2870       (1 0 3 1 1 1 1)              98.490
2871       (1 0 2 3 1 1 1)              98.491
2872       (1 0 1 2 1 1 1)              98.492
2873       (1 0 2 3 2 1 2)              98.492
2874       (1 0 1 2 1 1 1)              98.493
2875       (1 0 2 3 2 1 2)              98.493
2876       (1 0 0 0 0 0 0)              98.484
2877       (1 0 3 1 2 1 2)              98.484
2878       (1 0 3 1 2 1 2)              98.480
2879       (1 0 2 3 2 1 2)              98.480
2880       (1 0 3 1 2 1 2)              98.481
2881       (1 0 2 3 2 2 1)              98.481
2882       (1 0 2 3 2 1 2)              98.482
2883       (1 0 1 2 1 1 1)              98.482
2884       (1 0 3 1 2 1 2)              98.483
2885       (1 0 2 3 2 1 2)              98.483
2886       (1 0 1 2 1 1 1)              98.484
2887       (1 0 2 3 2 1 2)              98.484
2888       (1 0 2 3 2 1 2)              98.485
2889       (1 0 2 3 1 2 1)              98.486
2890       (1 0 1 2 1 1 1)              98.486
2891       (1 0 3 1 2 1 2)              98.487
2892       (1 0 1 2 2 2 1)              98.487
2893       (1 0 3 1 2 1 1)              98.483
2894       (1 0 2 3 2 1 1)              98.483
2895       (1 0 2 3 2 1 2)              98.484
2896       (1 0 3 1 2 1 2)              98.484
2897       (1 0 2 3 2 1 2)              98.485
2898       (1 0 2 3 1 1 1)              98.485
2899       (1 0 3 1 1 1 1)              98.486
2900       (1 0 2 3 2 1 2)              98.486
2901       (1 0 2 3 2 1 1)              98.487
2902       (1 0 3 1 2 1 2)              98.487
2903       (1 0 2 3 2 1 2)              98.488
2904       (1 0 3 1 2 1 2)              98.488
2905       (1 0 2 3 2 1 2)              98.489
2906       (1 0 2 3 1 1 1)              98.489
2907       (1 0 2 3 2 1 2)              98.490
2908       (1 0 2 3 2 1 2)              98.491
2909       (1 0 2 3 2 1 2)              98.491
2910       (1 0 2 3 2 1 2)              98.492
2911       (1 0 2 3 2 1 1)              98.492
2912       (1 0 1 2 1 1 1)              98.493
2913       (1 0 2 3 2 1 2)              98.493
2914       (1 0 3 1 2 1 2)              98.489
2915       (1 0 2 3 2 1 2)              98.489
2916       (1 0 3 1 2 1 2)              98.485
2917       (1 0 2 3 2 1 2)              98.480
2918       (1 0 2 3 1 2 1)              98.476
2919       (1 0 2 3 2 1 2)              98.477
2920       (1 0 2 3 2 1 2)              98.477
2921       (1 0 1 2 1 2 0)              98.478
2922       (1 0 2 3 1 2 1)              98.478
2923       (1 0 2 3 2 1 2)              98.474
2924       (1 0 1 2 1 1 1)              98.474
2925       (1 0 1 2 1 1 1)              98.475
2926       (1 0 1 2 1 1 1)              98.475
2927       (1 0 2 3 2 1 1)              98.476
2928       (1 0 2 3 2 1 2)              98.476
2929       (1 0 1 2 1 1 1)              98.477
2930       (1 0 3 1 2 1 1)              98.477
2931       (1 0 0 0 1 2 0)              98.478
2932       (1 0 3 1 2 1 2)              98.478
2933       (1 0 3 1 2 1 2)              98.479
2934       (1 0 3 1 2 1 2)              98.480
2935       (1 0 0 0 2 2 1)              98.480
2936       (1 0 2 3 2 1 2)              98.481
2937       (1 0 2 3 2 1 2)              98.481
2938       (1 0 2 3 2 1 2)              98.482
2939       (1 0 1 2 1 1 1)              98.482
2940       (1 0 3 1 2 1 2)              98.478
2941       (1 0 2 3 2 2 1)              98.478
2942       (1 0 2 3 2 1 2)              98.479
2943       (1 0 3 1 2 1 2)              98.479
2944       (1 0 0 0 1 2 0)              98.480
2945       (1 0 2 3 2 1 2)              98.480
2946       (1 0 3 1 2 1 2)              98.481
2947       (1 0 2 3 1 1 1)              98.481
2948       (1 0 2 3 2 1 2)              98.482
2949       (1 0 3 1 2 1 2)              98.482
2950       (1 0 3 1 2 1 2)              98.483
2951       (1 0 2 3 2 1 2)              98.483
2952       (1 0 3 1 2 1 2)              98.484
2953       (1 0 2 3 2 1 2)              98.484
2954       (1 0 2 3 2 1 2)              98.485
2955       (1 0 3 1 2 1 2)              98.486
2956       (1 0 3 1 2 1 2)              98.486
2957       (1 0 1 2 1 1 1)              98.487
2958       (1 0 3 1 2 1 2)              98.487
2959       (1 0 2 3 2 1 2)              98.488
2960       (1 0 2 3 1 2 1)              98.488
2961       (1 0 3 1 2 1 2)              98.489
2962       (1 0 2 3 1 2 1)              98.489
2963       (1 0 1 2 1 2 0)              98.490
2964       (1 0 2 3 2 1 2)              98.490
2965       (1 0 3 1 2 1 2)              98.491
2966       (1 0 1 2 1 1 1)              98.491
2967       (1 0 1 2 1 1 1)              98.492
2968       (1 0 1 2 1 1 1)              98.492
2969       (1 0 3 1 2 1 2)              98.493
2970       (1 0 1 2 1 1 1)              98.493
2971       (1 0 1 2 1 2 1)              98.494
2972       (1 0 1 2 1 1 1)              98.494
2973       (1 0 2 3 2 1 2)              98.495
2974       (1 0 1 2 1 1 1)              98.495
2975       (1 0 2 3 2 1 1)              98.496
2976       (1 0 3 1 2 1 2)              98.496
2977       (1 0 3 1 2 1 2)              98.497
2978       (1 0 3 1 2 1 2)              98.497
2979       (1 0 2 3 2 1 2)              98.498
2980       (1 0 1 2 1 2 1)              98.498
2981       (1 0 2 3 1 2 1)              98.499
2982       (1 0 1 2 1 1 1)              98.499
2983       (1 0 1 2 0 0 1)              98.500
2984       (1 0 3 1 2 1 1)              98.500
2985       (1 0 3 1 2 1 1)              98.501
2986       (1 0 2 3 2 1 2)              98.501
2987       (1 0 3 1 2 1 2)              98.502
2988       (1 0 2 3 2 1 1)              98.498
2989       (1 0 2 3 2 1 2)              98.498
2990       (1 0 1 2 1 1 1)              98.499
2991       (1 0 2 3 2 1 2)              98.499
2992       (1 0 3 1 2 1 2)              98.500
2993       (1 0 2 3 1 2 1)              98.500
2994       (1 0 2 3 2 1 2)              98.501
2995       (1 0 2 3 2 1 2)              98.501
2996       (1 0 2 3 2 1 1)              98.502
2997       (1 0 1 2 1 1 1)              98.502
2998       (1 0 2 3 1 2 1)              98.503
2999       (1 0 3 1 2 1 2)              98.503
3000       (1 0 1 2 1 1 1)              98.504
3001       (1 0 1 2 1 1 1)              98.504
3003       (1 0 3 1 2 1 2)              98.505
3004       (1 0 2 3 1 1 1)              98.505
3005       (1 0 2 3 2 1 2)              98.506
3006       (1 0 2 3 2 1 2)              98.506
3007       (1 0 3 1 2 1 2)              98.507
3008       (1 0 2 3 2 1 2)              98.507
3009       (1 0 3 1 2 1 2)              98.508
3010       (1 0 3 1 2 1 2)              98.503
3011       (1 0 2 3 2 2 1)              98.504
3012       (1 0 3 1 2 1 2)              98.504
3013       (1 0 1 2 1 1 1)              98.505
3014       (1 0 3 1 2 1 2)              98.505
3015       (1 0 2 3 1 1 1)              98.496
3016       (1 0 2 3 2 1 2)              98.497
3017       (1 0 1 2 1 1 1)              98.497
3018       (1 0 2 3 1 2 1)              98.498
3019       (1 0 1 1 0 1 1)              98.489
3020       (1 0 0 0 2 2 1)              98.489
3021       (1 0 1 2 1 1 1)              98.490
3022       (1 0 2 3 2 1 2)              98.490
3023       (1 0 3 1 2 1 2)              98.491
3024       (1 0 1 2 1 1 1)              98.491
3025       (1 0 3 1 2 1 2)              98.492
3026       (1 0 2 3 2 1 2)              98.492
3027       (1 0 1 2 1 2 1)              98.493
3028       (1 0 0 0 1 2 0)              98.493
3029       (1 0 1 2 1 1 1)              98.494
3030       (1 0 2 3 2 1 2)              98.494
3031       (1 0 2 3 1 1 1)              98.495
3032       (1 0 1 2 1 1 1)              98.495
3033       (1 0 0 0 0 0 0)              98.496
3034       (1 0 3 1 2 1 2)              98.496
3035       (1 0 3 1 2 1 2)              98.497
3036       (1 0 2 3 2 1 2)              98.497
3037       (1 0 1 2 1 1 1)              98.498
3038       (1 0 2 3 2 1 1)              98.494
3039       (1 0 3 1 2 1 2)              98.494
3040       (1 0 1 2 1 1 1)              98.495
3041       (1 0 1 1 0 0 1)              98.481
3042       (1 0 2 3 1 2 1)              98.481
3043       (1 0 3 1 2 1 2)              98.482
3044       (1 0 3 1 2 1 2)              98.482
3045       (1 0 1 2 1 1 1)              98.483
3046       (1 0 2 3 2 1 2)              98.483
3047       (1 0 3 1 2 1 2)              98.484
3048       (1 0 1 2 1 1 1)              98.484
3049       (1 0 2 3 2 1 2)              98.485
3050       (1 0 1 2 1 1 1)              98.485
3051       (1 0 2 3 2 1 2)              98.486
3052       (1 0 2 3 2 1 1)              98.482
3053       (1 0 2 3 2 1 2)              98.482
3054       (1 0 1 2 1 1 1)              98.483
3055       (1 0 3 1 2 1 2)              98.483
3056       (1 0 2 3 2 1 2)              98.484
3057       (1 0 1 2 1 1 1)              98.484
3058       (1 0 0 0 2 2 1)              98.485
3059       (1 0 2 3 2 1 2)              98.485
3060       (1 0 2 3 2 1 2)              98.486
3061       (1 0 1 2 1 1 1)              98.486
3062       (1 0 2 3 2 1 1)              98.487
3063       (1 0 2 3 2 1 2)              98.487
3064       (1 0 3 1 2 1 2)              98.488
3065       (1 0 1 2 1 2 1)              98.488
3066       (1 0 0 0 0 2 0)              98.489
3067       (1 0 3 1 2 1 2)              98.489
3068       (1 0 2 3 2 1 2)              98.490
3069       (1 0 2 3 2 1 2)              98.490
3070       (1 0 3 1 2 1 2)              98.491
3071       (1 0 2 3 2 1 2)              98.491
3072       (1 0 1 2 1 1 1)              98.492
3073       (1 0 2 3 2 1 2)              98.492
3074       (1 0 3 1 2 1 2)              98.493
3075       (1 0 3 1 2 1 2)              98.488
3076       (1 0 2 3 1 2 1)              98.489
3077       (1 0 3 1 2 1 1)              98.489
3078       (1 0 3 1 1 1 1)              98.490
3079       (1 0 2 3 2 1 1)              98.490
3080       (1 0 2 3 2 1 2)              98.491
3081       (1 0 2 3 2 1 2)              98.491
3082       (1 0 2 3 2 1 2)              98.492
3083       (1 0 2 3 0 0 0)              98.492
3084       (1 0 1 2 0 0 1)              98.493
3085       (1 0 1 2 1 1 1)              98.493
3086       (1 0 3 1 2 1 2)              98.494
3087       (1 0 2 3 1 1 1)              98.494
3088       (1 0 2 3 1 1 1)              98.495
3089       (1 0 3 1 2 1 2)              98.495
3090       (1 0 0 0 1 0 1)              98.496
3091       (1 0 3 1 2 1 2)              98.496
3092       (1 0 1 2 1 1 1)              98.497
3093       (1 0 3 1 2 1 2)              98.497
3094       (1 0 3 1 2 1 2)              98.498
3095       (1 0 2 3 1 2 1)              98.498
3096       (1 0 3 1 1 1 1)              98.499
3097       (1 0 1 2 1 1 1)              98.499
3098       (1 0 2 3 2 1 2)              98.500
3099       (1 0 1 2 1 1 1)              98.500
3100       (1 0 1 2 1 1 1)              98.501
3101       (1 0 3 1 2 1 2)              98.501
3102       (1 0 2 3 2 1 2)              98.502
3103       (1 0 2 3 2 1 2)              98.502
3104       (1 0 3 1 2 1 2)              98.503
3105       (1 0 1 2 1 2 1)              98.498
3106       (1 0 2 3 2 1 2)              98.499
3107       (1 0 1 2 1 1 1)              98.499
3108       (1 0 1 2 1 1 1)              98.500
3109       (1 0 2 3 1 1 1)              98.500
3110       (1 0 3 1 2 1 1)              98.501
3111       (1 0 1 2 1 1 1)              98.501
3112       (1 0 2 3 1 1 1)              98.502
3113       (1 0 1 2 1 1 1)              98.502
3114       (1 0 3 1 2 1 2)              98.503
3115       (1 0 1 2 1 0 1)              98.489
3116       (1 0 3 1 2 1 2)              98.485
3117       (1 0 2 3 2 1 2)              98.486
3118       (1 0 3 1 2 1 2)              98.486
3119       (1 0 3 1 2 1 2)              98.482
3120       (1 0 1 2 0 0 1)              98.483
3121       (1 0 3 1 2 1 2)              98.483
3122       (1 0 1 2 1 1 1)              98.484
3123       (1 0 2 3 2 1 2)              98.484
3124       (1 0 1 2 2 2 1)              98.485
3125       (1 0 3 1 2 1 1)              98.481
3126       (1 0 2 3 2 1 1)              98.481
3127       (1 0 2 3 1 2 1)              98.482
3128       (1 0 1 2 1 1 1)              98.482
3129       (1 0 1 2 1 1 1)              98.482
3130       (1 0 0 0 1 2 0)              98.483
3131       (1 0 2 3 2 1 2)              98.483
3132       (1 0 3 1 2 1 2)              98.484
3133       (1 0 2 3 1 1 1)              98.484
3134       (1 0 3 1 2 1 1)              98.480
3135       (1 0 3 1 2 1 2)              98.481
3136       (1 0 3 1 2 1 2)              98.481
3137       (1 0 1 2 1 1 1)              98.482
3138       (1 0 1 2 1 1 1)              98.482
3139       (1 0 0 1 2 2 1)              98.469
3140       (1 0 2 3 2 1 2)              98.470
3141       (1 0 3 1 2 1 1)              98.470
3142       (1 0 2 3 2 1 2)              98.471
3143       (1 0 1 2 1 1 1)              98.471
3144       (1 0 2 3 2 1 2)              98.472
3145       (1 0 2 3 1 1 1)              98.472
3146       (1 0 3 1 2 1 2)              98.472
3147       (1 0 3 1 2 1 2)              98.473
3148       (1 0 2 3 2 1 1)              98.473
3149       (1 0 2 3 2 1 2)              98.474
3150       (1 0 2 3 2 1 2)              98.474
3151       (1 0 3 1 2 1 2)              98.475
3152       (1 0 3 1 1 1 1)              98.475
3153       (1 0 2 3 2 1 2)              98.476
3154       (1 0 2 3 2 1 2)              98.476
3155       (1 0 3 1 2 1 1)              98.477
3156       (1 0 2 3 1 1 1)              98.473
3157       (1 0 3 1 2 1 2)              98.473
3158       (1 0 1 2 1 1 1)              98.469
3159       (1 0 2 3 2 1 2)              98.470
3160       (1 0 1 2 1 1 1)              98.470
3161       (1 0 3 1 2 1 2)              98.471
3162       (1 0 1 2 1 1 1)              98.471
3163       (1 0 2 3 2 1 2)              98.472
3164       (1 0 2 3 2 1 2)              98.472
3165       (1 0 2 3 2 1 2)              98.473
3166       (1 0 2 3 2 1 2)              98.473
3167       (1 0 0 0 2 2 1)              98.474
3168       (1 0 2 3 2 1 2)              98.474
3169       (1 0 1 2 1 1 1)              98.475
3170       (1 0 2 3 1 1 1)              98.475
3171       (1 0 2 3 2 1 2)              98.476
3172       (1 0 2 3 2 1 2)              98.476
3173       (1 0 2 3 2 1 2)              98.476
3174       (1 0 2 3 2 1 2)              98.477
3175       (1 0 2 3 2 1 2)              98.477
3176       (1 0 2 3 1 2 1)              98.478
3177       (1 0 2 3 2 1 2)              98.478
3178       (1 0 1 2 1 2 0)              98.479
3179       (1 0 2 3 2 1 2)              98.479
3180       (1 0 3 1 2 1 2)              98.480
3181       (1 0 3 1 2 1 2)              98.480
3182       (1 0 3 1 2 1 2)              98.472
3183       (1 0 2 3 2 1 2)              98.472
3184       (1 0 2 3 2 1 2)              98.473
3185       (1 0 2 3 2 1 2)              98.469
3186       (1 0 3 1 2 1 2)              98.469
3187       (1 0 3 1 2 1 2)              98.470
3188       (1 0 3 1 2 1 2)              98.470
3189       (1 0 2 3 2 1 2)              98.471
3190       (1 0 2 3 2 1 2)              98.471
3191       (1 0 3 1 2 1 2)              98.472
3192       (1 0 2 3 1 2 1)              98.472
3193       (1 0 2 3 2 1 2)              98.473
3194       (1 0 3 1 1 1 1)              98.473
3195       (1 0 1 2 0 0 1)              98.474
3196       (1 0 3 1 2 1 2)              98.474
3197       (1 0 2 3 1 2 1)              98.475
3198       (1 0 2 3 2 1 2)              98.475
3199       (1 0 3 1 2 1 2)              98.475
3200       (1 0 2 3 2 1 2)              98.476
3201       (1 0 2 3 2 1 2)              98.476
3202       (1 0 2 3 1 2 1)              98.477
3203       (1 0 1 2 1 1 1)              98.477
3204       (1 0 3 1 1 2 1)              98.478
3205       (1 0 1 2 1 1 1)              98.478
3206       (1 0 3 1 2 1 2)              98.479
3207       (1 0 3 1 2 1 2)              98.479
3209       (1 0 3 1 2 1 2)              98.480
3210       (1 0 1 2 1 1 1)              98.480
3211       (1 0 2 3 2 1 2)              98.481
3212       (1 0 3 1 2 1 2)              98.481
3214       (1 0 1 2 1 1 1)              98.482
3215       (1 0 2 3 2 1 2)              98.482
3216       (1 0 2 3 1 1 1)              98.474
3217       (1 0 3 1 2 1 2)              98.474
3218       (1 0 1 2 1 1 1)              98.475
3219       (1 0 1 2 1 1 1)              98.475
3220       (1 0 2 3 2 1 2)              98.476
3221       (1 0 1 2 1 1 1)              98.476
3222       (1 0 3 1 2 1 2)              98.477
3223       (1 0 2 3 2 1 1)              98.477
3224       (1 0 2 3 1 2 1)              98.473
3225       (1 0 1 2 1 1 1)              98.474
3226       (1 0 2 3 2 1 2)              98.474
3227       (1 0 3 1 2 1 2)              98.474
3228       (1 0 2 1 2 1 1)              98.466
3229       (1 0 3 1 2 1 2)              98.462
3230       (1 0 2 3 2 1 2)              98.463
3231       (1 0 3 1 2 1 2)              98.463
3232       (1 0 3 1 2 1 2)              98.464
3233       (1 0 3 1 2 1 2)              98.464
3234       (1 0 3 1 2 1 1)              98.464
3235       (1 0 0 0 0 2 0)              98.465
3236       (1 0 3 1 2 1 1)              98.461
3237       (1 0 2 3 2 1 2)              98.461
3238       (1 0 2 3 1 1 1)              98.462
3239       (1 0 1 2 1 1 1)              98.462
3240       (1 0 2 3 2 1 2)              98.463
3241       (1 0 1 2 1 1 1)              98.463
3242       (1 0 2 3 2 1 2)              98.464
3243       (1 0 3 1 2 1 2)              98.460
3244       (1 0 2 3 2 1 2)              98.460
3245       (1 0 2 3 2 1 2)              98.461
3246       (1 0 2 3 2 1 2)              98.461
3247       (1 0 2 3 2 1 2)              98.462
3248       (1 0 1 2 1 1 1)              98.462
3249       (1 0 2 3 1 2 1)              98.463
3250       (1 0 3 1 2 1 1)              98.463
3251       (1 0 2 3 2 1 2)              98.464
3252       (1 0 2 3 2 1 2)              98.464
3253       (1 0 2 3 2 1 1)              98.460
3254       (1 0 2 3 1 0 1)              98.456
3255       (1 0 2 3 2 1 2)              98.457
3256       (1 0 1 2 1 1 1)              98.457
3257       (1 0 3 1 2 1 2)              98.453
3258       (1 0 0 0 2 2 1)              98.454
3259       (1 0 2 3 2 1 2)              98.454
3260       (1 0 2 3 1 2 1)              98.455
3261       (1 0 1 2 1 1 1)              98.455
3262       (1 0 3 1 2 1 2)              98.456
3263       (1 0 2 3 2 1 2)              98.456
3264       (1 0 3 1 2 1 2)              98.457
3265       (1 0 1 2 0 0 1)              98.457
3266       (1 0 1 2 1 1 1)              98.458
3267       (1 0 3 1 2 1 2)              98.458
3268       (1 0 0 0 1 2 0)              98.459
3269       (1 0 2 3 2 1 2)              98.459
3270       (1 0 3 1 2 1 2)              98.455
3271       (1 0 2 3 2 1 2)              98.456
3272       (1 0 2 3 2 1 2)              98.456
3273       (1 0 1 2 1 1 1)              98.457
3274       (1 0 3 1 2 1 2)              98.457
3275       (1 0 1 2 1 1 1)              98.457
3276       (1 0 2 3 2 1 2)              98.458
3277       (1 0 2 3 2 1 2)              98.458
3278       (1 0 1 2 1 1 1)              98.459
3279       (1 0 2 3 2 1 2)              98.459
3280       (1 0 3 1 2 1 2)              98.460
3281       (1 0 1 2 1 1 1)              98.460
3282       (1 0 3 1 2 1 2)              98.461
3283       (1 0 2 3 1 2 1)              98.461
3284       (1 0 2 3 2 1 2)              98.462
3285       (1 0 2 3 2 1 2)              98.462
3286       (1 0 3 1 2 1 2)              98.463
3287       (1 0 1 2 1 1 1)              98.463
3288       (1 0 2 3 2 1 2)              98.464
3289       (1 0 1 2 1 1 1)              98.464
3290       (1 0 2 3 2 1 2)              98.465
3291       (1 0 2 3 2 1 1)              98.461
3292       (1 0 2 3 2 1 2)              98.461
3293       (1 0 2 3 2 1 2)              98.462
3294       (1 0 2 3 2 1 2)              98.462
3295       (1 0 2 3 1 2 1)              98.463
3296       (1 0 1 2 1 1 1)              98.463
3297       (1 0 1 2 1 1 1)              98.463
3298       (1 0 1 2 1 1 1)              98.464
3299       (1 0 2 3 2 1 2)              98.464
3300       (1 0 3 1 2 1 2)              98.465
3301       (1 0 2 3 2 1 2)              98.465
3302       (1 0 1 2 1 1 1)              98.466
3303       (1 0 0 0 2 2 1)              98.466
3304       (1 0 2 3 2 1 2)              98.467
3305       (1 0 2 3 2 1 2)              98.467
3306       (1 0 3 1 2 1 2)              98.468
3307       (1 0 1 2 1 1 1)              98.468
3308       (1 0 1 2 1 2 1)              98.464
3309       (1 0 1 2 1 1 1)              98.465
3310       (1 0 1 2 1 1 1)              98.465
3311       (1 0 2 3 2 1 1)              98.466
3312       (1 0 0 0 2 2 1)              98.466
3313       (1 0 2 3 1 1 1)              98.467
3314       (1 0 1 2 0 1 0)              98.458
3315       (1 0 1 2 1 1 1)              98.459
3316       (1 0 3 1 1 1 1)              98.459
3317       (1 0 3 1 2 1 2)              98.460
3318       (1 0 2 3 2 1 1)              98.460
3319       (1 0 3 1 2 1 2)              98.456
3320       (1 0 0 0 2 2 1)              98.457
3321       (1 0 3 1 2 1 2)              98.457
3322       (1 0 2 3 2 1 2)              98.458
3323       (1 0 2 3 2 1 2)              98.458
3324       (1 0 2 3 2 1 1)              98.459
3325       (1 0 2 3 2 1 2)              98.459
3326       (1 0 2 3 2 1 2)              98.460
3327       (1 0 2 3 2 1 2)              98.460
3328       (1 0 2 3 1 1 1)              98.461
3329       (1 0 3 1 2 1 2)              98.457
3330       (1 0 2 3 2 1 1)              98.457
3331       (1 0 3 1 2 1 1)              98.458
3332       (1 0 1 2 2 2 1)              98.458
3333       (1 0 3 1 2 1 2)              98.459
3334       (1 0 2 3 2 1 2)              98.459
3335       (1 0 1 2 1 1 1)              98.460
3336       (1 0 2 3 2 2 1)              98.460
3337       (1 0 3 1 2 1 2)              98.460
3338       (1 0 2 3 2 1 2)              98.461
3339       (1 0 2 3 2 1 2)              98.461
3340       (1 0 3 1 2 1 2)              98.462
3341       (1 0 1 2 1 1 1)              98.462
3342       (1 0 2 3 2 1 1)              98.463
3343       (1 0 2 3 1 1 0)              98.459
3344       (1 0 3 1 2 1 2)              98.459
3345       (1 0 2 3 2 1 2)              98.460
3346       (1 0 3 1 2 1 2)              98.460
3347       (1 0 2 3 2 1 2)              98.461
3348       (1 0 3 1 2 1 2)              98.457
3349       (1 0 2 3 1 1 1)              98.449
3350       (1 0 1 2 1 1 1)              98.449
3351       (1 0 2 3 2 1 2)              98.450
3352       (1 0 2 3 1 2 1)              98.450
3353       (1 0 2 3 2 1 2)              98.451
3354       (1 0 2 3 1 2 1)              98.451
3355       (1 0 3 1 2 1 1)              98.452
3356       (1 0 2 3 2 1 2)              98.452
3357       (1 0 2 3 2 1 2)              98.453
3358       (1 0 2 3 2 1 2)              98.453
3359       (1 0 1 2 1 2 1)              98.454
3360       (1 0 3 1 2 1 2)              98.454
3361       (1 0 2 3 1 2 1)              98.454
3362       (1 0 3 1 2 1 1)              98.455
3363       (1 0 1 2 1 1 1)              98.455
3364       (1 0 3 1 2 1 2)              98.456
3365       (1 0 2 3 2 1 2)              98.456
3366       (1 0 3 1 2 1 2)              98.457
3367       (1 0 2 3 2 1 1)              98.457
3368       (1 0 2 3 2 1 2)              98.458
3369       (1 0 2 3 2 1 2)              98.458
3370       (1 0 1 2 0 0 1)              98.459
3371       (1 0 3 1 2 1 2)              98.459
3372       (1 0 2 3 2 1 1)              98.460
3373       (1 0 2 3 2 1 2)              98.460
3374       (1 0 3 1 2 1 2)              98.460
3375       (1 0 2 3 2 1 2)              98.461
3376       (1 0 3 1 2 1 1)              98.457
3377       (1 0 2 3 2 1 2)              98.458
3378       (1 0 0 0 1 2 0)              98.458
3379       (1 0 3 1 2 1 2)              98.454
3380       (1 0 3 1 2 1 2)              98.455
3381       (1 0 2 3 2 1 2)              98.455
3382       (1 0 2 3 2 1 2)              98.456
3383       (1 0 2 3 2 1 2)              98.456
3384       (1 0 2 3 2 1 2)              98.457
3385       (1 0 1 2 1 2 0)              98.457
3386       (1 0 2 3 2 1 2)              98.457
3387       (1 0 2 3 2 1 2)              98.458
3388       (1 0 2 3 2 1 2)              98.458
3389       (1 0 2 3 2 1 2)              98.459
3390       (1 0 2 3 1 2 1)              98.459
3391       (1 0 2 3 2 1 2)              98.460
3392       (1 0 2 3 2 1 2)              98.460
3393       (1 0 2 3 2 1 1)              98.456
3394       (1 0 2 3 2 1 2)              98.457
3395       (1 0 1 2 1 1 1)              98.457
3396       (1 0 2 3 2 1 2)              98.458
3397       (1 0 1 2 0 0 1)              98.458
3398       (1 0 1 2 1 1 1)              98.459
3399       (1 0 3 1 1 1 1)              98.459
3400       (1 0 3 1 2 1 2)              98.460
3401       (1 0 2 3 2 1 2)              98.460
3402       (1 0 2 3 1 2 1)              98.461
3403       (1 0 2 3 2 1 2)              98.461
3404       (1 0 3 1 2 1 1)              98.461
3405       (1 0 3 1 1 1 1)              98.462
3406       (1 0 3 1 2 1 2)              98.462
3407       (1 0 3 1 2 1 2)              98.463
3408       (1 0 2 3 2 1 2)              98.463
3409       (1 0 3 1 2 1 2)              98.464
3410       (1 0 1 2 1 1 1)              98.464
