No         Predictions            Accuracy [%]
4985       (1 0 2 3 2 1 2)              88.026
4986       (1 0 2 3 2 1 2)              88.028
4987       (1 0 2 3 2 1 2)              88.031
4988       (1 0 2 3 2 1 2)              88.027
4989       (0 0 1 2 1 1 1)              88.018
4990       (1 0 2 3 2 1 2)              88.021
4991       (1 0 2 3 2 1 2)              88.023
4992       (1 0 3 1 2 1 2)              88.014
4993       (1 0 2 3 2 1 2)              88.016
4994       (1 0 2 3 2 1 2)              88.019
4995       (1 0 3 1 2 1 2)              88.015
4996       (1 0 2 3 2 1 2)              88.018
4997       (1 0 3 1 2 1 2)              88.020
4998       (1 0 3 1 2 1 2)              88.017
4999       (1 0 1 2 1 2 1)              88.014
5000       (1 0 2 3 2 1 2)              88.013
5001       (1 0 3 1 2 1 2)              88.015
5002       (1 0 3 1 2 1 2)              88.018
5003       (1 0 3 1 2 1 2)              88.017
5004       (1 0 2 3 2 1 2)              88.020
5005       (1 0 3 1 2 1 2)              88.022
5006       (1 0 2 3 2 1 2)              88.025
5007       (1 0 3 1 2 1 2)              88.027
5008       (1 0 1 2 1 1 1)              88.018
5009       (1 0 1 2 1 1 1)              88.020
5010       (1 0 2 3 2 1 2)              88.017
5011       (1 0 2 3 2 1 2)              88.019
5012       (1 0 3 1 2 1 2)              88.022
5013       (1 0 2 3 2 1 2)              88.024
5014       (1 0 2 3 2 1 2)              88.021
5015       (1 0 2 3 1 2 1)              88.023
5016       (0 0 1 2 0 0 1)              88.023
5017       (1 0 1 2 1 1 1)              88.025
5018       (0 0 1 2 0 0 1)              88.025
5019       (1 0 0 0 1 2 1)              88.019
5020       (1 0 3 1 2 1 2)              88.015
5021       (1 0 2 3 2 1 2)              88.015
5022       (1 0 1 2 1 1 1)              88.017
5023       (1 0 2 3 2 1 2)              88.014
5024       (1 0 1 2 1 2 1)              88.013
5025       (1 0 3 1 2 1 2)              88.016
5026       (1 0 2 3 2 1 2)              88.018
5027       (1 0 2 3 1 2 1)              88.021
5028       (1 0 2 3 2 1 2)              88.023
5029       (0 0 2 3 2 0 2)              88.008
5030       (0 0 1 2 1 1 1)              88.008
5031       (1 0 2 3 1 0 1)              88.010
5032       (1 0 2 3 2 1 2)              88.013
5033       (1 0 1 2 1 1 1)              88.015
5034       (1 0 1 2 1 2 1)              88.015
5035       (1 0 3 1 2 1 2)              88.014
5036       (1 0 2 3 2 1 2)              88.017
5037       (1 0 3 1 2 1 2)              88.016
5038       (1 0 2 3 2 1 2)              88.018
5039       (1 0 1 2 1 1 1)              88.021
5040       (1 0 2 3 2 1 2)              88.023
5041       (1 0 3 1 2 1 2)              88.023
5042       (1 0 2 3 2 1 2)              88.025
5043       (1 0 1 2 1 1 1)              88.028
5044       (1 0 2 3 2 1 2)              88.030
5045       (1 0 2 3 2 1 2)              88.032
5046       (0 0 1 2 1 1 1)              88.032
5047       (1 0 2 3 2 1 2)              88.034
5048       (1 0 2 3 2 1 1)              88.028
5049       (1 0 1 2 0 0 1)              88.030
5050       (1 0 3 1 2 1 2)              88.033
5051       (1 0 1 2 1 1 1)              88.035
5052       (1 0 2 3 1 2 1)              88.038
5053       (1 0 1 2 1 2 1)              88.037
5054       (1 0 1 2 1 1 1)              88.034
5055       (1 0 3 1 2 1 2)              88.036
5056       (1 0 2 3 2 1 2)              88.039
5057       (1 0 3 1 2 1 2)              88.030
5058       (1 0 3 1 2 1 2)              88.029
5059       (1 0 2 3 2 1 2)              88.032
5060       (1 0 3 1 2 1 2)              88.034
5061       (1 0 2 3 2 1 2)              88.033
5062       (1 0 3 1 2 1 2)              88.036
5063       (1 0 1 2 1 2 1)              88.038
5064       (1 0 3 1 2 1 2)              88.038
5065       (1 0 0 3 1 0 1)              88.034
5066       (1 0 2 3 2 1 2)              88.037
5067       (0 0 1 2 1 1 1)              88.033
5068       (1 0 2 3 2 1 2)              88.036
5069       (1 0 2 3 2 1 2)              88.033
5070       (1 0 3 1 2 1 2)              88.035
5071       (1 0 2 3 2 1 2)              88.037
5072       (1 0 2 3 2 1 2)              88.040
5073       (1 0 2 3 1 1 1)              88.036
5074       (1 0 2 3 2 1 2)              88.025
5075       (1 0 2 3 2 1 2)              88.027
5076       (1 0 2 3 2 1 2)              88.029
5077       (1 0 2 3 2 1 1)              88.029
5078       (1 0 3 1 2 1 2)              88.031
5079       (1 0 1 2 1 1 1)              88.034
5080       (0 0 1 2 1 1 1)              88.033
5081       (1 0 2 3 1 1 2)              88.033
5082       (1 0 2 3 2 1 2)              88.035
5083       (1 0 2 3 2 1 2)              88.032
5084       (0 0 1 2 1 1 1)              88.023
5085       (1 0 2 3 2 1 2)              88.020
5086       (1 0 3 1 2 1 2)              88.022
5087       (1 0 2 3 2 1 2)              88.019
5088       (1 0 2 3 2 1 2)              88.018
5089       (1 0 3 1 2 1 2)              88.012
5090       (1 0 2 3 2 1 2)              88.009
5091       (1 0 2 3 2 1 2)              88.011
5092       (0 0 4 5 2 2 1)              88.000
5093       (1 0 2 3 2 1 2)              88.002
5094       (1 0 1 2 1 1 1)              88.004
5095       (1 0 1 2 2 2 1)              88.001
5096       (1 0 3 1 2 1 2)              88.003
5097       (1 0 3 1 2 1 2)              88.006
5098       (1 0 2 3 2 1 2)              88.008
5099       (1 0 0 0 2 2 1)              88.010
5100       (1 0 1 2 1 2 1)              88.007
5101       (1 0 2 3 2 1 2)              88.004
5102       (1 0 1 2 1 2 1)              88.003
5103       (1 0 3 1 2 1 2)              88.003
5104       (1 0 2 3 2 1 2)              88.005
5105       (1 0 3 1 2 1 2)              88.005
5106       (1 0 2 3 2 1 2)              88.007
5107       (1 0 3 1 2 1 2)              88.007
5108       (1 0 1 2 1 1 1)              88.009
5109       (1 0 1 2 1 2 1)              88.012
5110       (1 0 2 3 2 1 2)              88.014
5111       (1 0 2 3 2 1 2)              88.016
5112       (1 0 3 1 2 1 2)              88.013
5113       (1 0 3 1 2 1 2)              88.015
5114       (0 0 4 5 2 1 1)              88.007
5115       (1 0 1 2 1 2 1)              87.995
5116       (1 0 2 3 2 1 2)              87.997
5117       (0 0 4 6 1 2 1)              87.988
5118       (1 0 1 2 1 1 1)              87.991
5119       (1 0 1 2 1 1 1)              87.993
5120       (1 0 2 3 2 1 2)              87.995
5121       (1 0 2 3 2 1 2)              87.992
5122       (1 0 3 1 2 1 2)              87.995
5123       (1 0 2 3 2 1 2)              87.997
5124       (1 0 2 3 2 1 2)              87.999
5125       (1 0 1 2 1 1 1)              88.002
5126       (1 0 2 3 2 1 2)              88.001
5127       (1 0 2 3 2 1 2)              88.003
5128       (1 0 1 2 1 2 1)              88.003
5129       (1 0 1 2 1 2 1)              88.003
5130       (1 0 2 3 2 1 2)              88.005
5131       (1 0 3 1 2 1 2)              88.002
5132       (1 0 2 3 2 1 2)              88.004
5133       (1 0 1 2 1 1 1)              88.006
5134       (1 0 2 3 2 1 2)              88.009
5135       (1 0 3 1 2 1 2)              88.011
5136       (1 0 3 1 2 1 2)              88.008
5137       (1 0 2 3 2 1 2)              88.005
5138       (1 0 2 3 2 1 2)              88.007
5139       (1 0 2 3 2 1 2)              88.009
5140       (1 0 1 2 1 1 1)              88.012
5141       (1 0 3 1 2 1 2)              88.008
5142       (1 0 3 1 2 1 2)              88.011
5143       (1 0 2 3 2 1 2)              88.010
5144       (1 0 2 3 2 1 2)              88.013
5145       (1 0 2 3 2 1 2)              88.015
5146       (1 0 3 1 2 1 2)              88.017
5147       (1 0 3 1 2 1 2)              88.020
5148       (1 0 2 3 2 1 2)              88.022
5149       (1 0 2 3 2 1 2)              88.024
5150       (1 0 1 2 1 2 1)              88.021
5151       (0 0 4 5 2 2 1)              88.009
5152       (1 0 1 2 1 2 1)              88.009
5153       (1 0 2 3 2 1 2)              88.006
5154       (1 0 3 1 2 1 2)              88.008
5155       (1 0 2 3 2 1 2)              88.005
5157       (1 0 2 3 2 1 2)              88.007
5158       (1 0 3 1 2 1 2)              88.004
5159       (1 0 3 1 2 1 2)              88.006
5160       (1 0 2 3 2 1 2)              88.009
5161       (1 0 2 3 2 1 2)              88.011
5162       (1 0 1 2 1 1 1)              88.013
5163       (1 0 2 3 1 1 1)              88.016
5164       (1 0 2 3 2 1 2)              88.015
5165       (1 0 3 1 2 1 2)              88.018
5166       (1 0 3 1 2 1 2)              88.014
5167       (1 0 1 2 1 1 1)              88.017
5168       (1 0 1 2 1 1 1)              88.005
5169       (1 0 2 3 1 2 1)              88.007
5170       (1 0 1 2 1 1 1)              88.010
5171       (1 0 3 1 2 1 2)              88.012
5172       (1 0 1 2 1 1 1)              88.014
5173       (1 0 2 3 2 1 1)              88.011
5174       (1 0 2 3 2 1 2)              88.008
5175       (1 0 1 2 1 1 1)              88.010
5176       (1 0 2 3 2 1 2)              88.007
5177       (1 0 1 2 1 1 1)              88.009
5178       (1 0 2 3 2 1 2)              88.012
5179       (1 0 3 1 2 1 2)              88.014
5180       (1 0 2 3 2 1 2)              88.016
5181       (1 0 2 3 2 1 2)              88.019
5182       (1 0 2 3 2 1 2)              88.021
5183       (1 0 2 3 2 1 2)              88.023
5184       (0 0 4 2 1 1 1)              88.020
5185       (1 0 3 1 2 1 2)              88.022
5186       (1 0 2 3 2 1 2)              88.022
5187       (1 0 2 3 2 1 2)              88.024
5188       (1 0 2 3 2 1 2)              88.027
5189       (0 0 1 2 1 2 1)              88.023
5190       (1 0 3 1 2 1 2)              88.020
5191       (1 0 3 1 2 1 2)              88.023
5192       (1 0 1 2 1 1 1)              88.025
5193       (1 0 3 1 2 1 2)              88.022
5194       (1 0 1 2 1 1 1)              88.024
5195       (1 0 2 3 2 1 2)              88.026
5196       (1 0 2 3 2 1 2)              88.029
5197       (1 0 3 1 2 1 2)              88.017
5198       (0 0 1 2 1 1 1)              88.017
5199       (1 0 2 3 2 1 2)              88.005
5200       (1 0 2 3 2 1 2)              88.007
5201       (0 0 0 4 1 2 1)              87.993
5202       (1 0 2 3 2 1 2)              87.996
5203       (1 0 2 3 2 1 2)              87.998
5204       (1 0 3 1 2 1 2)              87.989
5205       (0 0 4 5 2 2 1)              87.983
5206       (1 0 3 1 2 1 2)              87.986
5207       (1 0 2 3 2 1 2)              87.980
5208       (1 0 1 2 1 1 1)              87.982
5209       (0 0 2 3 1 2 1)              87.979
5210       (1 0 2 3 2 1 2)              87.978
5211       (1 0 2 3 2 1 2)              87.975
5212       (1 0 2 3 2 1 2)              87.972
5213       (1 0 3 1 2 1 2)              87.972
5214       (0 0 4 5 0 0 1)              87.966
5215       (1 0 2 3 2 1 2)              87.968
5216       (1 0 2 3 2 1 2)              87.970
5217       (1 0 1 2 1 1 1)              87.973
5218       (1 0 2 3 2 1 2)              87.975
5219       (1 0 2 3 2 1 2)              87.977
5220       (1 0 2 3 2 1 2)              87.979
5221       (1 0 2 3 2 1 2)              87.982
5222       (1 0 2 3 2 1 2)              87.984
5223       (1 0 1 2 1 1 1)              87.986
5224       (0 0 4 5 2 1 1)              87.978
5225       (1 0 3 1 2 1 2)              87.977
5226       (0 0 4 3 2 1 1)              87.969
5227       (1 0 3 1 2 1 2)              87.960
5228       (1 0 3 1 2 1 2)              87.962
5229       (1 0 1 2 1 1 1)              87.965
5230       (1 0 1 2 1 1 1)              87.967
5231       (1 0 3 1 2 1 2)              87.958
5232       (1 0 1 2 1 1 1)              87.961
5233       (1 0 2 3 2 1 2)              87.963
5234       (1 0 2 3 2 1 2)              87.965
5235       (1 0 0 0 2 2 1)              87.967
5236       (1 0 2 3 1 0 1)              87.970
5237       (1 0 2 3 2 1 2)              87.972
5238       (1 0 3 1 2 1 2)              87.974
5239       (1 0 2 3 2 1 2)              87.977
5240       (1 0 1 2 1 1 1)              87.979
5241       (1 0 1 2 1 2 1)              87.976
5242       (0 0 4 6 0 0 1)              87.967
5243       (1 0 2 3 2 1 2)              87.964
5244       (1 0 1 2 1 1 1)              87.966
5245       (1 0 2 3 2 1 1)              87.960
5246       (1 0 2 3 2 1 2)              87.963
5247       (1 0 2 3 2 1 2)              87.965
5248       (1 0 2 3 2 1 2)              87.967
5249       (1 0 2 3 1 0 1)              87.970
5250       (1 0 3 1 2 1 2)              87.972
5251       (1 0 2 3 2 1 2)              87.974
5252       (1 0 3 1 2 1 1)              87.974
5253       (1 0 1 2 1 1 1)              87.971
5254       (1 0 2 3 2 1 2)              87.973
5255       (1 0 1 2 1 2 1)              87.975
5256       (1 0 2 3 2 1 2)              87.978
5257       (1 0 2 3 2 1 2)              87.974
5258       (1 0 0 0 2 2 1)              87.977
5259       (1 0 3 1 2 1 2)              87.979
5260       (1 0 2 3 2 1 2)              87.973
5261       (1 0 1 2 1 1 1)              87.975
5262       (1 0 1 2 1 1 1)              87.978
5263       (1 0 3 1 2 1 2)              87.977
5264       (1 0 3 1 2 1 2)              87.980
5265       (1 0 2 3 2 1 2)              87.982
5266       (1 0 2 3 2 1 2)              87.984
5267       (1 0 2 3 2 1 2)              87.986
5268       (1 0 2 3 2 1 2)              87.989
5269       (1 0 2 3 2 1 2)              87.991
5270       (0 0 4 6 0 0 1)              87.980
5271       (1 0 2 3 2 1 2)              87.982
5272       (0 0 1 2 1 1 1)              87.973
5273       (1 0 2 3 2 1 2)              87.976
5274       (1 0 2 3 2 1 2)              87.978
5275       (1 0 3 1 2 1 2)              87.980
5276       (1 0 2 3 2 1 2)              87.983
5277       (1 0 2 3 2 1 2)              87.979
5278       (1 0 2 3 2 1 2)              87.982
5279       (1 0 2 3 2 1 2)              87.984
5280       (1 0 4 5 2 2 2)              87.978
5281       (1 0 3 1 2 1 2)              87.978
5282       (1 0 2 3 2 1 2)              87.977
5283       (1 0 1 2 1 1 1)              87.979
5284       (1 0 2 3 2 1 2)              87.976
5285       (1 0 1 2 1 2 1)              87.976
5286       (1 0 3 1 2 1 2)              87.978
5287       (1 0 2 3 2 1 2)              87.980
5288       (1 0 3 1 2 1 2)              87.983
5289       (0 0 4 5 0 0 1)              87.974
5290       (1 0 2 3 2 1 2)              87.971
5291       (1 0 2 3 2 1 2)              87.973
5292       (1 0 1 2 1 1 1)              87.965
5293       (1 0 2 3 2 1 2)              87.967
5294       (1 0 3 1 2 1 2)              87.964
5295       (1 0 1 2 1 1 1)              87.966
5296       (1 0 2 3 2 1 2)              87.963
5297       (1 0 2 3 2 1 2)              87.957
5298       (1 0 4 5 2 2 2)              87.951
5299       (1 0 1 2 1 2 1)              87.940
5300       (1 0 3 1 2 1 2)              87.942
5301       (1 0 3 1 2 1 2)              87.939
5302       (1 0 1 2 1 1 1)              87.931
5303       (1 0 1 2 1 2 1)              87.933
5304       (1 0 2 3 2 1 2)              87.935
5305       (1 0 3 1 2 1 2)              87.935
5306       (1 0 2 3 2 1 1)              87.929
5307       (1 0 2 3 2 1 2)              87.931
5308       (1 0 2 3 2 1 2)              87.928
5309       (1 0 3 1 2 1 2)              87.931
5310       (1 0 2 3 2 1 2)              87.927
5311       (1 0 2 3 2 1 2)              87.924
5312       (0 0 4 6 1 2 2)              87.916
5313       (1 0 2 3 2 1 2)              87.918
5314       (1 0 2 3 2 1 2)              87.920
5315       (1 0 2 3 2 1 1)              87.915
5316       (1 0 2 3 2 1 2)              87.917
5317       (1 0 3 1 2 1 2)              87.916
5318       (1 0 1 2 1 2 1)              87.905
5319       (1 0 1 2 1 1 1)              87.908
5320       (1 0 2 3 2 1 2)              87.910
5321       (1 0 3 1 2 1 2)              87.901
5322       (1 0 3 1 2 1 2)              87.904
5323       (1 0 1 2 1 1 1)              87.906
5324       (0 0 1 2 0 0 1)              87.905
5325       (1 0 2 3 2 1 2)              87.908
5326       (1 0 2 3 2 1 2)              87.910
5327       (1 0 2 3 2 1 2)              87.912
5328       (1 0 2 3 2 1 2)              87.909
5329       (1 0 1 2 1 1 1)              87.911
5330       (1 0 2 3 2 1 2)              87.914
5331       (1 0 3 1 2 1 2)              87.916
5332       (1 0 3 1 2 1 2)              87.913
5333       (1 0 3 1 2 1 2)              87.913
5334       (1 0 3 1 2 1 2)              87.915
5335       (1 0 2 3 2 1 2)              87.917
5336       (1 0 1 2 1 1 1)              87.919
5337       (1 0 3 1 2 1 2)              87.919
5338       (1 0 2 3 2 1 2)              87.921
5339       (1 0 3 1 1 2 1)              87.923
5340       (1 0 1 2 1 2 1)              87.923
5341       (1 0 2 3 2 1 2)              87.920
5342       (1 0 1 2 1 2 1)              87.922
5343       (1 0 2 3 2 1 2)              87.924
5344       (1 0 2 3 2 1 2)              87.927
5345       (1 0 1 2 1 1 1)              87.929
5346       (0 0 4 6 2 2 1)              87.918
5347       (1 0 1 2 1 1 1)              87.920
5348       (1 0 2 3 2 1 2)              87.922
5349       (1 0 1 2 1 1 1)              87.925
5350       (1 0 1 2 1 1 1)              87.927
5351       (1 0 3 1 2 1 2)              87.927
5352       (0 0 1 2 0 0 1)              87.926
5353       (1 0 3 1 1 1 1)              87.928
5354       (1 0 2 3 2 1 2)              87.931
5355       (1 0 2 3 2 1 2)              87.933
5356       (1 0 2 3 2 1 2)              87.935
5357       (1 0 2 3 2 1 2)              87.937
5358       (0 0 2 3 2 0 2)              87.924
5359       (0 0 1 2 2 2 1)              87.918
5360       (1 0 4 5 2 2 2)              87.912
5361       (1 0 2 3 2 1 2)              87.914
5362       (1 0 1 2 0 0 1)              87.906
5363       (1 0 3 1 2 1 2)              87.897
5364       (1 0 2 3 1 2 1)              87.897
5365       (1 0 2 3 2 1 2)              87.899
5366       (1 0 3 1 2 1 2)              87.902
5367       (1 0 2 3 2 1 2)              87.904
5368       (1 0 2 3 2 1 2)              87.906
5369       (1 0 1 2 0 0 1)              87.908
5370       (1 0 3 1 2 1 2)              87.897
5371       (1 0 3 1 2 1 2)              87.894
5372       (0 0 4 3 2 1 1)              87.886
5373       (1 0 2 3 2 1 2)              87.888
5374       (1 0 2 3 2 1 2)              87.890
5375       (1 0 3 1 2 1 2)              87.893
5376       (1 0 2 3 2 1 2)              87.882
5377       (1 0 1 2 1 1 1)              87.884
5378       (1 0 2 3 2 1 2)              87.886
5379       (0 1 4 6 0 0 1)              87.878
5380       (1 0 1 2 1 1 1)              87.880
5381       (1 0 1 2 1 2 1)              87.869
5382       (1 0 2 3 2 1 2)              87.871
5383       (1 0 2 3 2 1 2)              87.868
5384       (1 0 2 3 2 1 2)              87.865
5385       (1 0 1 2 1 1 1)              87.859
5386       (1 0 2 3 2 1 2)              87.862
5387       (1 0 2 3 2 1 2)              87.861
5388       (1 0 2 3 2 1 2)              87.855
5389       (1 0 1 2 1 1 1)              87.858
5390       (1 0 3 1 2 1 2)              87.860
5391       (1 0 2 3 2 1 2)              87.857
5392       (1 0 4 5 2 2 2)              87.851
5393       (1 0 3 1 2 1 2)              87.843
5394       (1 0 3 1 2 1 2)              87.845
5395       (1 0 2 3 2 1 2)              87.847
5396       (1 0 2 3 2 1 2)              87.850
5397       (1 0 2 3 2 1 2)              87.852
5398       (1 0 2 3 2 1 2)              87.849
5399       (1 0 2 3 2 1 2)              87.846
5400       (1 0 1 2 2 2 1)              87.843
5401       (1 0 3 1 2 1 2)              87.845
5402       (1 0 1 2 1 1 1)              87.847
5403       (1 0 1 2 0 0 0)              87.836
5404       (1 0 3 1 2 1 2)              87.833
5405       (1 0 2 3 2 1 2)              87.835
5406       (0 1 4 6 0 0 1)              87.827
5407       (1 0 2 3 2 1 2)              87.829
5408       (0 0 4 6 1 2 1)              87.821
5409       (0 0 4 5 2 2 1)              87.813
5410       (1 0 1 2 1 1 1)              87.815
5411       (1 0 1 2 1 1 1)              87.817
5412       (1 0 2 3 2 1 2)              87.814
5413       (0 0 1 2 1 1 1)              87.811
5414       (1 0 1 2 1 2 1)              87.813
5415       (1 0 1 2 1 1 1)              87.816
5416       (1 0 3 1 2 1 2)              87.815
5417       (1 0 3 1 2 1 1)              87.815
5418       (1 0 2 3 2 1 2)              87.817
5419       (1 0 3 1 2 1 2)              87.817
5420       (1 0 1 2 1 1 1)              87.819
5421       (1 0 2 3 1 2 1)              87.821
5422       (0 0 1 2 1 1 1)              87.813
5423       (1 0 2 3 2 1 2)              87.812
5424       (1 0 1 2 1 1 1)              87.807
5425       (1 0 2 3 2 2 1)              87.809
5426       (1 0 2 3 2 2 1)              87.811
5427       (1 0 2 3 2 1 2)              87.814
5428       (1 0 3 1 2 1 2)              87.803
5429       (1 0 3 1 2 1 2)              87.802
5430       (1 0 2 3 2 1 2)              87.804
5431       (1 0 2 3 2 1 2)              87.807
5432       (1 0 1 2 1 1 1)              87.809
5433       (1 0 2 3 2 1 2)              87.811
5434       (1 0 2 3 2 1 2)              87.811
5435       (1 0 1 2 1 1 1)              87.800
5436       (1 0 2 3 2 1 2)              87.802
5437       (0 0 1 2 1 1 1)              87.799
5438       (1 0 2 3 1 2 1)              87.799
5439       (1 0 3 1 2 1 2)              87.798
5440       (1 0 3 1 2 1 2)              87.798
5441       (1 0 2 3 2 1 2)              87.800
5442       (1 0 3 1 2 1 2)              87.803
5443       (1 0 2 3 2 1 2)              87.805
5444       (1 0 3 1 2 1 2)              87.802
5445       (1 0 1 2 1 1 1)              87.799
5446       (1 0 2 3 2 1 2)              87.796
5447       (1 0 2 3 2 1 2)              87.793
5448       (1 0 2 3 2 1 2)              87.795
5449       (1 0 1 2 1 2 1)              87.792
5450       (1 0 2 3 2 1 2)              87.789
5451       (1 0 3 1 2 1 2)              87.791
5452       (1 0 2 3 2 1 2)              87.793
5453       (1 0 1 2 1 1 1)              87.796
5454       (1 0 2 3 2 1 2)              87.798
5455       (1 0 2 3 2 1 2)              87.800
5456       (1 0 1 2 1 2 1)              87.800
5457       (1 0 1 2 1 1 1)              87.802
5458       (1 0 1 2 1 1 1)              87.804
5459       (1 0 2 3 2 1 2)              87.806
5460       (1 0 2 3 2 1 2)              87.809
5461       (1 0 2 3 2 1 2)              87.803
5462       (1 0 1 2 1 1 1)              87.805
5463       (1 0 2 3 2 1 2)              87.802
5464       (1 0 1 2 1 1 1)              87.805
5465       (1 0 2 3 2 1 2)              87.807
5466       (1 0 3 1 2 1 2)              87.806
5467       (1 0 3 1 2 1 2)              87.809
5468       (1 0 2 3 2 1 2)              87.811
5469       (1 0 1 2 1 2 1)              87.805
5470       (1 0 3 1 2 1 2)              87.800
5471       (1 0 1 2 1 2 1)              87.802
5472       (1 0 1 2 1 2 1)              87.801
5473       (1 0 1 2 1 2 1)              87.801
5474       (1 0 2 3 2 1 2)              87.803
5475       (1 0 2 3 2 1 2)              87.806
5476       (1 0 3 1 2 1 2)              87.803
5477       (1 0 2 3 2 1 2)              87.805
5478       (1 0 2 3 2 1 2)              87.807
5479       (1 0 3 1 2 1 2)              87.809
5480       (1 0 2 3 2 1 2)              87.812
5481       (1 0 2 3 2 1 2)              87.814
5482       (0 0 1 2 1 1 1)              87.813
5483       (1 0 1 2 1 2 1)              87.813
5484       (1 0 3 1 2 1 2)              87.805
5485       (1 0 1 2 1 1 1)              87.807
5486       (1 0 2 3 2 1 2)              87.809
5487       (1 0 3 1 2 1 2)              87.811
5488       (1 0 2 3 2 1 2)              87.814
5489       (1 0 3 1 2 1 1)              87.813
5490       (1 0 3 1 2 1 2)              87.816
5491       (1 0 2 3 2 1 2)              87.818
5492       (1 0 1 2 1 2 1)              87.812
5493       (1 0 2 3 2 1 2)              87.814
5494       (1 0 3 1 2 1 2)              87.817
5495       (1 0 2 3 2 1 2)              87.819
5496       (1 0 1 2 1 1 1)              87.821
5497       (1 0 2 3 2 1 2)              87.823
5498       (1 0 2 3 2 1 2)              87.825
5499       (1 0 3 1 2 1 2)              87.822
5500       (1 0 3 1 1 1 1)              87.825
5501       (1 0 3 1 2 1 2)              87.827
5502       (1 0 3 1 2 1 2)              87.829
5503       (1 0 2 3 2 1 2)              87.831
5504       (1 0 3 1 2 1 2)              87.834
5505       (1 0 3 1 2 1 2)              87.833
5506       (1 0 1 2 1 2 1)              87.822
5507       (1 0 1 2 1 2 1)              87.817
5508       (1 0 1 2 1 1 1)              87.819
5509       (0 0 1 2 1 1 1)              87.811
5510       (1 0 3 1 2 1 2)              87.813
5511       (1 0 2 3 2 1 2)              87.815
5512       (1 0 2 3 2 1 2)              87.817
5513       (0 0 0 4 1 2 1)              87.804
5514       (1 0 3 1 2 1 2)              87.806
5515       (1 0 2 3 2 1 2)              87.809
5516       (1 0 2 3 2 1 2)              87.811
5517       (1 0 2 3 2 1 2)              87.813
5518       (1 0 3 1 2 1 2)              87.813
5519       (1 0 3 1 2 1 2)              87.815
5520       (1 0 2 3 2 1 1)              87.809
5521       (1 0 3 1 2 1 2)              87.811
5522       (1 0 1 2 1 1 1)              87.811
5523       (1 0 1 2 1 1 1)              87.806
5524       (1 0 1 2 1 1 1)              87.808
5525       (1 0 3 1 2 1 2)              87.807
5526       (1 0 2 3 2 1 2)              87.810
5527       (1 0 3 1 2 1 2)              87.809
5528       (1 0 3 1 2 1 2)              87.811
5529       (1 0 2 3 2 1 1)              87.806
5530       (0 0 1 2 1 1 1)              87.798
5531       (1 0 1 2 1 1 1)              87.800
5532       (1 0 3 1 2 1 2)              87.797
5533       (1 0 2 3 2 1 2)              87.799
5534       (1 0 2 3 2 1 2)              87.801
5535       (1 0 0 0 2 2 1)              87.804
5536       (1 0 3 1 2 1 2)              87.806
5537       (1 0 3 1 2 1 2)              87.808
5538       (1 0 2 3 2 1 2)              87.810
5539       (1 0 3 1 2 1 2)              87.799
5540       (1 0 2 3 1 2 1)              87.802
5541       (1 0 0 0 1 2 0)              87.804
5542       (0 0 1 2 1 1 1)              87.803
5543       (1 0 2 3 2 1 2)              87.806
5544       (1 0 2 3 2 1 2)              87.808
5545       (1 0 3 1 2 1 2)              87.808
5546       (1 0 3 1 2 1 2)              87.810
5547       (1 0 2 3 2 1 2)              87.812
5548       (1 0 3 1 2 1 2)              87.814
5549       (1 0 2 3 1 2 1)              87.814
5550       (1 0 1 2 1 2 1)              87.813
5551       (1 0 2 3 2 1 2)              87.808
5552       (1 0 3 1 2 1 2)              87.805
5553       (1 0 2 3 2 1 2)              87.807
5554       (1 0 3 1 2 1 2)              87.804
5555       (1 0 1 2 1 1 1)              87.806
5556       (1 0 1 2 1 1 1)              87.796
5557       (1 0 2 3 2 1 2)              87.798
5558       (1 0 1 2 1 1 1)              87.800
5559       (1 0 2 3 2 1 2)              87.800
5560       (1 0 2 3 2 1 2)              87.802
5561       (1 0 4 5 2 2 2)              87.796
5562       (1 0 2 3 2 1 2)              87.793
5563       (1 0 2 3 2 1 2)              87.796
5564       (1 0 3 1 2 1 2)              87.795
5565       (1 0 2 3 2 1 2)              87.797
5566       (1 0 3 1 2 1 2)              87.800
5567       (1 0 3 1 2 1 2)              87.802
5568       (1 0 3 1 2 1 2)              87.799
5569       (1 0 1 2 1 1 1)              87.801
5570       (1 0 3 1 2 1 2)              87.801
5571       (1 0 2 3 2 1 2)              87.803
5572       (1 0 2 3 2 1 1)              87.797
5573       (1 0 2 3 2 1 2)              87.800
5574       (1 0 2 3 2 1 2)              87.802
5575       (1 0 2 3 2 1 2)              87.804
5576       (1 0 2 3 2 1 2)              87.806
5577       (1 0 0 0 2 2 1)              87.808
5578       (0 0 4 5 2 1 1)              87.800
5579       (1 0 3 1 2 1 2)              87.802
5580       (1 0 2 3 2 1 2)              87.802
5581       (1 0 1 2 1 2 1)              87.802
5582       (1 0 0 0 2 2 1)              87.804
5583       (1 0 2 3 2 1 2)              87.806
5584       (1 0 1 2 1 1 1)              87.808
5585       (1 0 2 3 2 1 2)              87.810
5586       (1 0 2 3 2 1 2)              87.813
5587       (1 0 2 3 2 1 2)              87.815
5588       (1 0 1 2 1 1 1)              87.817
5589       (1 0 1 2 1 1 1)              87.819
5590       (1 0 2 3 2 1 2)              87.821
5591       (1 0 3 1 2 1 2)              87.821
5592       (1 0 2 3 2 1 2)              87.818
5593       (1 0 3 1 2 1 2)              87.820
