sample_id,pred_task1,pred_task2,pred_task3,pred_task4,pred_task5,pred_task6,pred_task7
3066,1,0,0,0,2,2,1
3067,1,0,2,3,2,1,2
3068,1,0,2,3,2,1,2
3069,1,0,2,3,2,1,2
3070,1,0,3,1,2,1,2
3071,1,0,2,3,2,1,2
3072,1,0,1,2,1,1,1
3073,1,0,2,3,2,1,2
3074,1,0,3,1,2,1,2
3075,1,0,3,1,2,1,2
3076,1,0,2,3,1,2,1
3077,1,0,3,1,2,1,2
3078,1,0,3,1,2,1,2
3079,1,0,2,3,2,1,2
3080,1,0,2,3,2,1,2
3081,1,0,2,3,2,1,2
3082,1,0,2,3,2,1,2
3083,1,0,2,3,0,0,0
3084,1,0,1,2,0,0,1
3085,1,0,1,2,1,1,1
3086,1,0,3,1,2,1,2
3087,1,0,2,3,1,1,1
3088,1,0,2,3,2,1,2
3089,1,0,3,1,2,1,2
3090,1,0,3,1,2,1,2
3091,1,0,3,1,2,1,2
3092,1,0,1,2,1,1,1
3093,1,0,2,3,2,1,2
3094,1,0,3,1,2,1,2
3095,0,0,2,3,1,2,1
3096,1,0,3,1,2,1,2
3097,1,0,1,2,1,1,1
3098,1,0,2,3,2,1,2
3099,1,0,1,2,1,1,1
3100,0,0,4,3,2,1,1
3101,1,0,2,3,2,1,2
3102,1,0,2,3,2,1,2
3103,1,0,3,1,2,1,2
3104,1,0,3,1,2,1,2
3105,1,0,1,2,1,1,1
3106,1,0,2,3,2,1,2
3107,1,0,1,2,1,1,1
3108,1,0,1,2,1,1,1
3109,1,0,3,1,2,1,2
3110,1,0,3,1,2,1,2
3111,1,0,1,2,1,1,1
3112,1,0,2,3,1,2,1
3113,1,0,1,2,1,1,1
3114,1,0,2,3,2,1,2
3115,0,0,4,6,0,0,1
3116,1,0,3,1,2,1,2
3117,1,0,2,3,2,1,2
3118,1,0,3,1,2,1,2
3119,1,0,3,1,2,1,2
3120,1,0,1,2,0,0,1
3121,1,0,2,3,2,1,1
3122,1,0,1,2,1,1,1
3123,1,0,2,3,2,1,2
3124,1,0,1,2,2,2,1
3125,1,0,3,1,2,1,2
3126,1,0,2,3,2,1,2
3127,1,0,2,3,2,1,2
3128,1,0,1,2,1,1,1
3129,1,0,1,2,1,1,1
3130,1,0,0,0,1,2,0
3131,1,0,2,3,2,1,2
3132,1,0,2,3,2,1,2
3133,1,0,2,3,2,1,2
3134,1,0,3,1,2,1,2
3135,1,0,2,3,2,1,2
3136,1,0,2,3,2,1,2
3137,1,0,1,2,1,1,1
3138,0,0,4,6,1,1,1
3139,1,0,3,1,2,1,1
3140,1,0,2,3,2,1,2
3141,1,0,3,1,2,1,2
3142,1,0,2,3,2,1,2
3143,1,0,1,2,1,1,1
3144,1,0,2,3,2,1,2
3145,1,0,2,3,2,1,2
3146,1,0,3,1,2,1,2
3147,1,0,3,1,2,1,2
3148,1,0,2,3,2,1,2
3149,1,0,2,3,2,1,2
3150,1,0,2,3,2,1,2
3151,1,0,3,1,2,1,2
3152,1,0,3,1,2,1,1
3153,1,0,2,3,2,1,2
3154,1,0,2,3,2,1,2
3155,1,0,3,1,2,1,2
3156,1,0,1,2,1,1,1
3157,1,0,3,1,2,1,2
3158,0,0,4,5,2,2,1
3159,1,0,3,1,2,1,2
3160,1,0,1,2,1,2,1
3161,1,0,3,1,2,1,2
3162,1,0,1,2,1,1,1
3163,1,0,2,3,2,1,2
3164,1,0,3,1,2,1,2
3165,1,0,2,3,2,1,2
3166,1,0,2,3,2,1,2
3167,1,0,1,2,2,2,1
3168,1,0,3,1,2,1,2
3169,1,0,1,2,1,1,1
3170,1,0,2,3,2,1,2
3171,1,0,2,3,2,1,2
3172,1,0,2,3,1,2,1
3173,1,0,2,3,2,1,2
3174,1,0,2,3,2,1,2
3175,1,0,2,3,2,1,2
3176,0,0,2,3,1,2,1
3177,1,0,4,5,2,2,2
3178,1,0,1,2,1,2,1
3179,1,0,2,3,2,1,2
3180,1,0,3,1,2,1,2
3181,1,0,2,3,2,1,2
3182,1,0,3,1,2,1,2
3183,1,0,2,3,2,1,2
3184,1,0,2,3,2,1,2
3185,1,0,2,3,2,1,2
3186,1,0,3,1,2,1,2
3187,1,0,3,1,2,1,2
3188,1,0,2,3,2,1,2
3189,1,0,2,3,2,1,2
3190,1,0,2,3,2,1,2
3191,1,0,3,1,2,1,2
3192,1,0,2,3,1,2,1
3193,1,0,2,3,2,1,2
3194,1,0,3,1,2,1,2
3195,1,0,1,2,1,2,1
3196,1,0,3,1,2,1,2
3197,1,0,2,3,1,1,1
3198,1,0,2,3,2,1,2
3199,1,0,3,1,2,1,2
3200,1,0,2,3,2,1,1
3201,1,0,2,3,2,1,2
3202,1,0,2,3,1,2,1
3203,1,0,1,2,1,1,1
3204,0,0,0,4,1,2,0
3205,1,0,3,1,2,1,2
3206,1,0,2,3,2,1,2
3207,1,0,2,3,2,1,2
3208,1,0,2,3,2,1,2
3209,1,0,3,1,2,1,2
3210,1,0,1,2,1,1,1
3211,1,0,2,3,2,1,2
3212,1,0,3,1,2,1,1
3213,1,0,2,3,2,1,2
3214,0,0,4,5,2,2,1
3215,1,0,2,3,2,1,2
3216,1,0,2,3,1,1,2
3217,1,0,3,1,2,1,2
3218,1,0,1,2,1,1,1
3219,1,0,1,2,1,1,1
3220,1,0,2,3,2,1,2
3221,1,0,1,2,1,1,1
3222,1,0,3,1,2,1,2
3223,1,0,2,3,2,1,2
3224,1,0,1,2,1,1,1
3225,1,0,1,2,1,1,1
3226,1,0,2,3,2,1,2
3227,1,0,3,1,2,1,2
3228,1,0,2,3,2,1,1
3229,1,0,3,1,2,1,2
3230,1,0,2,3,2,1,2
3231,1,0,3,1,2,1,2
3232,1,0,2,3,2,1,2
3233,1,0,3,1,2,1,2
3234,1,0,3,1,2,1,2
3235,1,0,0,0,2,2,1
3236,1,0,3,1,2,1,2
3237,1,0,2,3,2,1,2
3238,1,0,2,3,2,1,2
3239,0,0,4,5,2,1,1
3240,1,0,2,3,2,1,2
3241,1,0,1,2,1,1,1
3242,1,0,3,1,2,1,2
3243,1,0,3,1,2,1,2
3244,1,0,2,3,2,1,2
3245,1,0,2,3,2,1,2
3246,1,0,2,3,2,1,2
3247,1,0,2,3,2,1,2
3248,0,0,1,2,1,1,1
3249,1,0,2,3,1,2,1
3250,1,0,3,1,2,1,2
3251,1,0,2,3,2,1,2
3252,1,0,2,3,2,1,2
3253,1,0,2,3,2,1,2
3254,0,0,2,3,1,1,1
3255,1,0,2,3,2,1,2
3256,1,0,1,2,1,1,1
3257,1,0,3,1,2,1,2
3258,1,0,0,0,2,2,1
3259,1,0,2,3,2,1,2
3260,1,0,2,3,1,2,1
3261,1,0,1,2,1,1,1
3262,1,0,2,3,2,1,2
3263,1,0,2,3,2,1,2
3264,1,0,3,1,2,1,2
3265,0,0,1,2,0,0,1
3266,1,0,1,2,1,1,1
3267,1,0,3,1,2,1,2
3268,0,0,4,6,1,2,2
3269,1,0,2,3,2,1,2
3270,1,0,3,1,2,1,2
3271,1,0,3,1,2,1,2
3272,1,0,2,3,2,1,2
3273,0,0,4,5,2,1,1
3274,1,0,3,1,2,1,2
3275,1,0,1,2,1,1,1
3276,1,0,2,3,2,1,2
3277,1,0,2,3,2,1,2
3278,1,0,1,2,1,1,1
3279,1,0,2,3,2,1,2
3280,1,0,2,3,2,1,2
3281,0,0,1,2,1,1,1
3282,1,0,2,3,1,2,1
3283,1,0,2,3,1,2,1
3284,1,0,2,3,2,1,2
3285,1,0,2,3,2,1,2
3286,1,0,3,1,2,1,2
3287,1,0,1,2,1,1,1
3288,1,0,2,3,2,1,2
3289,1,0,1,2,1,1,1
3290,1,0,2,3,2,1,2
3291,1,0,2,3,2,1,2
3292,1,0,2,3,2,1,2
3293,1,0,2,3,2,1,2
3294,1,0,2,3,2,1,2
3295,1,0,2,3,1,1,1
3296,1,0,1,2,1,1,1
3297,1,0,1,2,1,2,1
3298,1,0,3,1,2,1,2
3299,1,0,2,3,2,1,2
3300,1,0,3,1,2,1,2
3301,1,0,2,3,2,1,2
3302,1,0,1,2,1,1,1
3303,1,0,0,0,2,2,1
3304,1,0,2,3,2,1,2
3305,1,0,4,5,2,2,2
3306,1,0,3,1,2,1,2
3307,1,0,1,2,1,1,1
3308,1,0,1,2,1,1,1
3309,1,0,1,2,1,1,1
3310,1,0,1,2,1,1,1
3311,1,0,2,3,2,1,2
3312,0,0,4,5,2,2,1
3313,1,0,2,3,2,1,2
3314,1,0,1,2,1,1,1
3315,1,0,1,2,1,2,1
3316,1,0,3,1,2,1,2
3317,1,0,3,1,2,1,2
3318,1,0,2,3,2,1,2
3319,1,0,3,1,2,1,2
3320,1,0,0,0,2,2,1
3321,1,0,3,1,2,1,2
3322,1,0,2,3,2,1,2
3323,1,0,2,3,2,1,2
3324,1,0,2,3,2,1,2
3325,1,0,2,3,2,1,2
3326,1,0,2,3,2,1,2
3327,1,0,2,3,2,1,2
3328,1,0,2,3,2,1,2
3329,1,0,3,1,2,1,2
3330,1,0,2,3,2,1,2
3331,1,0,2,3,2,1,2
3332,1,0,1,2,1,2,1
3333,1,0,3,1,2,1,2
3334,1,0,2,3,2,1,2
3335,1,0,1,2,1,1,1
3336,1,0,2,3,2,2,1
3337,1,0,3,1,2,1,2
3338,1,0,2,3,2,1,2
3339,1,0,2,3,2,1,2
3340,1,0,2,3,2,1,2
3341,1,0,1,2,1,2,1
3342,1,0,2,3,2,1,2
3343,1,0,1,2,1,1,1
3344,1,0,3,1,2,1,2
3345,1,0,2,3,2,1,2
3346,1,0,2,3,2,1,2
3347,1,0,2,3,2,1,2
3348,1,0,3,1,2,1,2
3349,1,0,2,3,2,1,2
3350,1,0,1,2,1,1,1
3351,1,0,2,3,2,1,2
3352,1,0,2,3,1,2,1
3353,1,0,2,3,2,1,2
3354,1,0,1,2,1,2,1
3355,1,0,3,1,2,1,2
3356,1,0,2,3,2,1,2
3357,1,0,2,3,2,1,2
3358,1,0,2,3,2,1,2
3359,1,0,1,2,2,2,1
3360,1,0,3,1,2,1,2
3361,1,0,2,3,1,1,1
3362,1,0,3,1,2,1,2
3363,1,0,1,2,1,1,1
3364,1,0,3,1,2,1,2
3365,1,0,2,3,2,1,2
3366,1,0,3,1,2,1,2
3367,1,0,2,3,2,1,2
3368,1,0,2,3,2,1,2
3369,1,0,2,3,2,1,2
3370,0,0,1,2,0,0,1
3371,1,0,3,1,2,1,2
3372,1,0,2,3,2,1,2
3373,1,0,2,3,2,1,2
3374,1,0,3,1,2,1,2
3375,1,0,2,3,2,1,2
3376,1,0,3,1,2,1,2
3377,1,0,2,3,2,1,2
3378,1,0,0,0,1,2,0
3379,1,0,3,1,2,1,2
3380,1,0,2,3,2,1,2
3381,1,0,2,3,2,1,2
3382,1,0,2,3,2,1,2
3383,1,0,2,3,2,1,2
3384,1,0,2,3,2,1,2
3385,1,0,1,2,1,2,1
3386,1,0,2,3,2,1,2
3387,1,0,2,3,2,1,2
3388,1,0,2,3,2,1,2
3389,1,0,2,3,2,1,2
3390,1,0,2,3,1,2,1
3391,1,0,2,3,2,1,2
3392,1,0,2,3,2,1,2
3393,1,0,2,3,2,1,2
3394,1,0,2,3,2,1,2
3395,0,0,2,3,1,2,1
3396,1,0,2,3,2,1,2
3397,1,0,1,2,0,0,1
3398,1,0,1,2,1,1,1
3399,1,0,1,2,1,1,1
3400,1,0,3,1,2,1,2
3401,1,0,2,3,2,1,2
3402,1,0,2,3,1,2,1
3403,1,0,2,3,2,1,2
3404,1,0,2,3,2,1,2
3405,1,0,3,1,2,1,2
3406,1,0,3,1,2,1,2
3407,1,0,3,1,2,1,2
3408,1,0,2,3,2,1,2
3409,1,0,2,3,2,1,1
3410,1,0,1,2,1,1,1
3411,1,0,2,3,2,1,2
3412,1,0,2,3,2,1,2
3413,1,0,3,1,2,1,2
3414,1,0,3,1,2,1,2
3415,1,0,3,1,2,1,2
3416,1,0,2,3,2,1,2
3417,1,0,1,2,1,2,1
3418,1,0,2,3,2,1,2
3419,1,0,2,3,2,1,2
3420,1,0,3,1,2,1,2
3421,1,0,2,3,2,1,2
3422,1,0,2,3,1,1,1
3423,1,0,2,3,2,1,2
3424,1,0,3,1,2,1,2
3425,1,0,1,2,1,2,1
3426,1,0,1,2,1,1,1
3427,1,0,2,3,1,2,1
3428,1,0,2,3,2,1,2
3429,0,0,4,3,2,1,1
3430,1,0,2,3,2,1,2
3431,1,0,2,3,2,1,2
3432,0,0,1,2,1,1,1
3433,1,0,1,2,1,1,1
3434,1,0,1,2,1,1,1
3435,1,0,2,3,2,1,2
3436,1,0,2,3,2,1,2
3437,1,0,2,3,2,1,2
3438,1,0,2,3,2,1,2
3439,1,0,3,1,2,1,2
3440,1,0,2,3,2,1,2
3441,1,0,2,3,2,1,2
3442,1,0,3,1,2,1,2
3443,1,0,1,2,1,2,1
3444,1,0,1,2,1,2,1
3445,1,0,2,3,2,1,2
3446,1,0,1,2,1,1,1
3447,1,0,2,3,2,1,2
3448,1,0,1,2,1,1,1
3449,1,0,2,3,2,1,2
3450,1,0,3,1,2,1,2
3451,1,0,3,1,2,1,2
3452,1,0,2,3,1,1,1
3453,1,0,1,2,1,1,1
3454,1,0,3,1,2,1,2
3455,1,0,2,3,2,1,2
3456,0,0,1,2,1,1,1
3457,1,0,2,3,2,1,2
3458,1,0,3,1,2,1,2
3459,1,0,2,3,2,1,2
3460,1,0,1,2,1,1,1
3461,1,0,2,3,2,1,2
3462,1,0,2,3,2,1,2
3463,1,0,2,3,2,1,1
3464,1,0,3,1,2,1,2
3465,1,0,1,2,1,1,1
3466,1,0,2,3,2,1,2
3467,1,0,2,3,2,1,2
3468,1,0,2,3,2,1,2
3469,0,0,2,3,1,2,1
3470,1,0,3,1,2,1,1
3471,1,0,3,1,2,1,2
3472,1,0,2,3,2,1,2
3473,1,0,3,1,2,1,2
3474,1,0,3,1,2,1,2
3475,1,0,2,3,2,1,2
3476,1,0,1,2,1,1,1
3477,1,0,3,1,2,1,2
3478,1,0,0,0,1,2,0
3479,1,0,3,1,2,1,2
3480,1,0,2,3,2,1,1
3481,1,0,2,3,2,1,2
3482,1,0,3,1,2,1,2
3483,1,0,2,3,2,1,2
3484,1,0,3,1,2,1,2
3485,1,0,3,1,2,1,2
3486,1,0,3,1,2,1,1
3487,1,0,2,3,2,1,1
3488,1,0,2,3,2,1,2
3489,1,0,2,3,2,1,2
3490,1,0,3,1,1,2,1
3491,1,0,3,1,2,1,2
3492,1,0,3,1,2,1,2
3493,1,0,1,2,1,1,1
3494,0,0,4,5,2,1,1
3495,1,0,2,3,2,1,2
3496,1,0,2,3,2,1,2
3497,1,0,2,3,2,1,1
3498,1,0,2,3,2,1,2
3499,1,0,3,1,2,1,2
3500,1,0,1,2,1,1,1
3501,1,0,0,0,1,2,0
3502,1,0,1,2,1,1,1
3503,1,0,1,2,1,1,1
3504,1,0,3,1,2,1,2
3505,1,0,2,3,2,1,2
3506,1,0,2,3,2,1,2
3507,1,0,1,2,1,1,1
3508,1,0,3,1,2,1,2
3509,1,0,3,1,2,1,2
3510,1,0,2,3,2,1,1
3511,1,0,2,3,2,1,2
3512,1,0,2,3,2,1,2
3513,0,0,4,6,0,0,1
3514,1,0,1,2,1,1,1
3515,1,0,2,3,2,1,2
3516,1,0,3,1,2,1,2
3517,1,0,2,3,2,1,2
3518,1,0,3,1,2,1,2
3519,1,0,2,3,2,1,2
3520,1,0,2,3,2,1,2
3521,0,0,4,3,1,1,1
3522,1,0,2,3,2,1,2
3523,1,0,2,3,2,1,2
3524,1,0,3,1,2,1,2
3525,1,0,2,3,2,1,2
3526,1,0,2,3,2,1,2
3527,1,0,3,1,2,1,2
3528,1,0,2,3,2,1,2
3529,1,0,2,3,2,1,2
3530,1,0,1,2,1,2,1
3531,1,0,2,3,2,1,2
3532,1,0,3,1,2,1,2
3533,1,0,1,2,2,2,1
3534,1,0,2,3,2,1,2
3535,1,0,1,2,1,2,1
3536,1,0,2,3,1,2,1
3537,1,0,3,1,2,1,2
3538,1,0,1,2,1,1,1
3539,1,0,3,1,2,1,2
3540,1,0,3,1,2,1,2
3541,1,0,1,2,1,1,1
3542,1,0,1,2,1,1,1
3543,1,0,2,3,2,1,2
3544,1,0,2,3,2,1,2
3545,1,0,2,3,2,1,2
3546,1,0,2,3,2,1,2
3547,1,0,2,3,2,1,2
3548,1,0,2,3,2,1,2
3549,1,0,1,2,1,1,1
3550,1,0,2,3,2,1,2
3551,1,0,2,3,2,1,2
3552,1,0,2,3,2,1,2
3553,1,0,2,3,2,1,2
3554,1,0,2,3,2,1,2
3555,1,0,2,3,2,1,2
3556,1,0,1,2,1,1,1
3557,1,0,3,1,2,1,2
3558,1,0,2,3,2,1,2
3559,1,0,1,2,1,1,1
3560,1,0,1,2,1,2,1
3561,1,0,2,3,2,1,2
3562,1,0,3,1,2,1,2
3563,1,0,3,1,2,1,2
3564,1,0,2,3,2,1,2
3565,1,0,1,2,1,1,1
3566,1,0,1,2,1,2,1
3567,0,0,4,5,2,2,1
3568,1,0,2,3,1,2,1
3569,1,0,2,3,2,1,2
3570,1,0,2,3,2,1,2
3571,1,0,2,3,2,1,2
3572,1,0,3,1,2,1,2
3573,1,0,2,3,2,1,2
3574,1,0,2,3,2,2,1
3575,1,0,3,1,2,1,2
3576,1,0,2,3,2,1,2
3577,1,0,2,3,2,1,2
3578,0,0,4,2,2,2,1
3579,0,0,1,2,0,0,1
3580,1,0,1,2,1,1,1
3581,1,0,2,3,2,1,2
3582,1,0,1,2,1,1,1
3583,1,0,2,3,2,1,2
3584,1,0,2,3,2,1,2
3585,1,0,2,3,2,1,2
3586,1,0,3,1,2,1,2
3587,1,0,2,3,2,1,2
3588,1,0,2,3,1,2,1
3589,1,0,2,3,2,1,2
3590,1,0,3,1,2,1,2
3591,1,0,2,3,2,1,2
3592,1,0,3,1,2,1,2
3593,1,0,3,1,2,1,2
3594,1,0,2,3,2,1,2
3595,1,0,3,1,2,1,2
3596,1,0,1,2,1,1,1
3597,1,0,2,3,1,2,1
3598,1,0,2,3,2,1,2
3599,1,0,2,3,2,1,2
3600,1,0,1,2,1,1,1
3601,1,0,3,1,2,1,2
3602,1,0,1,2,1,1,1
3603,1,0,2,3,2,1,2
3604,1,0,2,3,2,1,2
3605,1,0,3,1,2,1,2
3606,1,0,1,2,1,1,1
3607,1,0,2,3,2,1,1
3608,1,0,3,1,2,1,2
3609,0,0,1,2,2,2,1
3610,1,0,2,3,2,1,2
3611,0,0,4,5,2,2,1
3612,1,0,2,3,2,1,2
3613,1,0,2,3,2,1,2
3614,1,0,1,2,1,1,1
3615,1,0,2,3,2,1,2
3616,1,0,3,1,2,1,2
3617,1,0,2,3,2,1,2
3618,1,0,2,3,1,2,1
3619,1,0,2,3,2,1,2
3620,1,0,3,1,2,1,2
3621,1,0,2,3,2,1,2
3622,1,0,3,1,2,1,2
3623,0,0,1,2,1,1,1
3624,1,0,2,3,2,1,2
3625,1,0,2,3,2,1,2
3626,1,0,1,2,1,2,1
3627,1,0,3,1,2,1,2
3628,1,0,2,3,2,1,2
3629,1,0,3,1,2,1,2
3630,0,0,1,2,1,1,1
3631,1,0,3,1,2,1,2
3632,1,0,3,1,2,1,2
3633,1,0,1,2,2,2,1
3634,1,0,4,5,2,2,2
3635,1,0,3,1,2,1,2
3636,1,0,1,2,0,0,1
3637,1,0,1,2,1,1,1
3638,1,0,2,3,2,1,2
3639,1,0,2,3,1,2,1
3640,1,0,2,3,1,1,1
3641,1,0,2,3,2,1,2
3642,1,0,2,3,2,1,2
3643,1,0,2,3,2,1,2
3644,1,0,3,1,2,1,2
3645,1,0,2,3,2,1,2
3646,0,0,2,3,1,2,1
3647,1,0,1,2,1,1,1
3648,1,0,2,3,2,1,2
3649,1,0,1,2,1,1,1
3650,1,0,1,2,1,1,1
3651,1,0,2,3,2,1,2
3652,1,0,3,1,2,1,2
3653,1,0,2,3,2,1,2
3654,1,0,3,1,2,1,2
3655,1,0,2,3,2,1,2
3656,1,0,1,2,1,1,1
3657,1,0,2,3,2,1,2
3658,0,0,1,2,1,1,1
3659,1,0,2,3,2,1,2
3660,1,0,2,3,1,2,1
3661,0,0,4,5,2,1,1
3662,1,0,2,3,2,1,2
3663,1,0,2,3,2,2,1
3664,1,0,1,2,1,1,1
3665,1,0,1,2,1,1,1
3666,1,0,2,3,2,1,2
3667,0,0,4,6,0,0,1
3668,1,0,2,3,1,2,1
3669,1,0,2,3,2,1,2
3670,1,0,4,5,2,2,2
3671,1,0,1,2,1,1,1
3672,1,0,2,3,2,1,2
3673,1,0,2,3,2,1,2
3674,1,0,3,1,2,1,2
3675,1,0,2,3,2,1,2
3676,1,0,2,3,2,1,2
3677,1,0,3,1,2,1,2
3678,1,0,1,2,1,2,1
3679,1,0,2,3,2,1,1
3680,1,0,2,3,2,1,2
3681,1,0,1,2,1,1,1
3682,1,0,3,1,2,1,2
3683,1,0,1,2,1,1,1
3684,1,0,3,1,2,1,2
3685,1,0,0,0,1,2,0
3686,1,0,2,3,2,1,2
3687,1,0,1,2,1,1,1
3688,1,0,1,2,1,1,1
3689,1,0,1,2,1,2,1
3690,1,0,3,1,2,1,2
3691,1,0,1,2,1,1,1
3692,1,0,2,3,2,1,2
3693,1,0,2,3,2,1,2
3694,1,0,3,1,2,1,1
3695,1,0,2,3,2,1,2
3696,1,0,2,3,2,1,2
3697,1,0,2,3,2,1,2
3698,1,0,2,3,2,1,2
3699,1,0,2,3,2,1,2
3700,1,0,1,2,0,0,1
3701,1,0,3,1,2,1,2
3702,1,0,3,1,2,1,2
3703,1,0,2,3,2,1,2
3704,1,0,3,1,2,1,2
3705,1,0,2,3,2,1,2
3706,1,0,1,2,1,1,1
3707,0,0,4,6,1,1,1
3708,1,0,2,3,2,1,1
3709,0,0,4,6,1,2,1
3710,1,0,1,2,1,1,1
3711,1,0,2,3,2,1,2
3712,1,0,1,2,1,1,1
3713,1,0,2,3,2,1,2
3714,1,0,2,3,2,1,2
3715,1,0,2,3,2,1,2
3716,1,0,2,3,2,1,2
3717,1,0,2,3,2,1,2
3718,1,0,2,3,2,1,2
3719,1,0,3,1,2,1,2
3720,1,0,3,1,2,1,2
3721,1,0,2,3,2,1,2
3722,1,0,2,3,1,1,1
3723,1,0,3,1,2,1,2
3724,1,0,3,1,2,1,2
3725,1,0,0,0,1,2,0
3726,1,0,2,3,2,1,2
3727,1,0,3,1,2,1,2
3728,0,0,1,2,1,1,1
3729,1,0,2,3,2,1,2
3730,0,0,1,2,1,1,1
3731,1,0,1,2,1,2,1
3732,1,0,2,3,2,1,1
3733,1,0,3,1,2,1,2
3734,1,0,3,1,2,1,2
3735,1,0,2,3,2,1,2
3736,1,0,3,1,2,1,2
3737,1,0,3,1,2,1,2
3738,1,0,3,1,2,1,2
3739,1,0,2,3,2,1,2
3740,0,0,1,2,1,1,1
3741,1,0,1,2,1,1,1
3742,1,0,2,3,2,1,2
3743,0,0,4,6,1,1,1
3744,1,0,3,1,2,1,2
3745,1,0,1,2,1,1,1
3746,1,0,2,3,1,2,1
3747,0,0,0,4,0,1,0
3748,1,0,3,1,2,1,2
3749,1,0,2,3,2,1,2
3750,1,0,2,3,2,1,2
3751,1,0,2,3,2,1,2
3752,1,0,2,3,2,1,2
3753,1,0,2,3,2,1,1
3754,1,0,1,2,2,2,1
3755,1,0,2,3,2,1,2
3756,1,0,2,3,1,2,1
3757,1,0,3,1,2,1,2
3758,1,0,2,3,2,1,2
3759,1,0,2,3,2,1,2
3760,1,0,2,3,2,1,2
3761,1,0,1,2,1,1,1
3762,1,0,2,3,2,1,2
3763,0,0,2,3,1,2,1
3764,1,0,2,3,2,1,2
3765,1,0,0,0,1,2,0
3766,1,0,3,1,2,1,2
3767,1,0,2,3,2,1,2
3768,1,0,3,1,2,1,2
3769,1,0,3,1,2,1,2
3770,1,0,1,2,1,1,1
3771,1,0,2,3,2,1,2
3772,1,0,3,1,2,1,2
3773,1,0,2,3,2,1,2
3774,1,0,2,3,2,1,2
3775,1,0,2,3,2,1,2
3776,1,0,2,3,2,1,2
3777,1,0,2,3,2,1,2
3778,1,0,1,2,1,1,1
3779,1,0,1,2,1,1,1
3780,1,0,3,1,2,1,2
3781,1,0,3,1,2,1,2
3782,1,0,3,1,2,1,2
3783,1,0,2,3,1,2,1
3784,1,0,2,3,2,1,2
3785,1,0,1,2,1,1,1
3786,1,0,2,3,2,1,2
3787,0,0,1,2,1,1,1
3788,1,0,1,2,1,1,1
3789,1,0,1,2,1,1,1
3790,1,0,2,3,2,1,2
3791,1,0,1,2,1,2,1
3792,1,0,3,1,2,1,2
3793,1,0,3,1,1,1,1
3794,1,0,1,2,1,1,1
3795,1,0,1,2,1,1,1
3796,1,0,2,3,2,1,2
3797,1,0,1,2,2,2,1
3798,1,0,1,2,2,2,1
3799,1,0,3,1,2,1,2
3800,1,0,2,3,2,1,2
3801,1,0,2,3,2,1,2
3802,1,0,2,3,2,1,2
3803,1,0,3,1,2,1,2
3804,1,0,2,3,2,1,2
3805,1,0,1,2,1,2,1
3806,1,0,1,2,1,1,1
3807,1,0,3,1,2,1,2
3808,1,0,3,1,2,1,2
3809,1,0,2,3,2,1,2
3810,1,0,1,2,1,2,1
3811,1,0,2,3,2,1,2
3812,1,0,1,2,1,2,1
3813,1,0,2,3,2,1,2
3814,1,0,1,2,1,1,1
3815,1,0,3,1,2,1,2
3816,1,0,2,3,2,1,1
3817,1,0,2,3,2,1,2
3818,1,0,2,3,2,1,2
3819,1,0,3,1,2,1,2
3820,1,0,2,3,2,1,2
3821,1,0,2,3,2,1,2
3822,0,0,1,2,1,1,1
3823,1,0,2,3,2,1,2
3824,1,0,2,3,1,2,1
3825,1,0,1,2,1,2,1
3826,1,0,1,2,1,1,1
3827,1,0,2,3,2,1,2
3828,1,0,1,2,1,1,1
3829,1,0,3,1,2,1,2
3830,1,0,2,3,2,1,2
3831,1,0,3,1,2,1,2
3832,1,0,3,1,2,1,2
3833,1,0,2,3,2,1,2
3834,1,0,2,3,2,1,2
3835,1,0,2,3,1,2,1
3836,1,0,3,1,2,1,2
3837,1,0,2,3,2,1,2
3838,1,0,1,2,1,1,1
3839,1,0,3,1,2,1,2
3840,1,0,2,3,1,1,1
3841,1,0,2,3,2,1,2
3842,1,0,3,1,2,1,2
3843,1,0,2,3,2,1,2
3844,1,0,3,1,2,1,2
3845,1,0,2,3,2,1,2
3846,1,0,3,1,2,1,2
3847,1,0,1,2,1,1,1
3848,1,0,1,2,1,2,1
3849,1,0,2,3,2,1,2
3850,1,0,2,3,2,1,2
3851,1,0,1,2,1,1,1
3852,1,0,2,3,2,1,2
3853,1,0,3,1,2,1,2
3854,1,0,1,2,1,1,1
3855,1,0,3,1,2,1,2
3856,1,0,2,3,2,1,2
3857,1,0,2,3,2,1,2
3858,1,0,2,3,2,1,2
3859,1,0,2,3,2,1,2
3860,1,0,0,0,1,2,0
3861,0,0,2,3,1,2,1
3862,1,0,1,2,1,1,1
3863,1,0,2,3,2,1,2
3864,0,0,1,2,1,2,1
3865,0,0,2,3,1,2,1
3866,1,0,2,3,2,1,2
3867,1,0,1,2,1,1,1
3868,1,0,2,3,2,1,2
3869,1,0,1,2,1,2,1
3870,1,0,2,3,1,2,1
3871,1,0,3,1,2,1,2
3872,1,0,2,3,2,1,2
3873,1,0,3,1,2,1,2
3874,1,0,3,1,2,1,2
3875,1,0,3,1,2,1,2
3876,1,0,2,3,2,1,2
3877,1,0,3,1,2,1,2
3878,1,0,3,1,2,1,2
3879,1,0,1,2,1,1,1
3880,1,0,1,2,1,1,1
3881,1,0,2,3,2,1,2
3882,1,0,2,3,2,1,2
3883,1,0,2,3,2,1,2
3884,1,0,3,1,2,1,2
3885,1,0,3,1,2,1,2
